Date of data Extraction,Brand,Product name,Pack size,Serving size,Servings per pack,Product code,Energy per 100g (or 100ml),Protein per 100g (or 100ml),Total fat per 100g (or 100ml),Saturated fat per 100g (or 100ml),Carbohydrate per 100g (or 100ml),Sugars per 100g (or 100ml),Sodium per 100g (or 100ml),Original Price,Price Promoted,Price Promoted Price,Multi Buy Special,Multi Buy Special Details,Multi Buy Price
2018-06-08 22:30:18 UTC,valcom,Valcom Canned Bamboo Shoots Sliced,3,45g (drained),1,,71kJ,1.2g,0.1g,<0.1g,2.0g,0.8g,7mg,1.1,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,greens,Greens Cake Mix Chocolate Mud,10,90g,1,,1380kJ,4.5g,14.9g,4.1g,44.1g,31.5g,315mg,4,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,peters drumstick,Peters Drumstick Super Chocolate ,4pk 475ml,Ml,4,,,,,,,,,8,TRUE,5,FALSE,,
2018-06-08 22:30:18 UTC,hermesetas,Hermesetas Sweetener Stevia Sachets,50,1Sachets (1g),1,,,,,,,0.2g,0mg,5.3,TRUE,3.95,FALSE,,
2018-06-08 22:30:18 UTC,csr,Csr White Sugar Sticks,50,3g (1 stick),50,,1700kJ,0g,0g,0g,100g,100g,<2.5mg,2.85,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,conimex,Conimex Ketjap Manis Sweet Soy Sauce,1,1tsp = 15 mL,1,,1240kJ,3.4g,0.1g,0.1g,69g,67g,4890mg,5.2,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,fruit & nut mix ,Fruit & Nut Mix Loose With Goji Berry,per kg min. 100g,per,1,,,,,,,,,26.5,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,magnum,Magnum Ice Cream Double Caramel Ego,4,93g,4,,1430kJ,3.3g,22.2g,16.0g,31.9g,28.2g,75mg,8.5,TRUE,6,FALSE,,
2018-06-08 22:30:18 UTC,magnum,Magnum Ice Cream White,4,82g,4,,1350kJ,3.6g,21.4g,14.6g,29.0g,29.0g,50mg,8.5,TRUE,6,FALSE,,
2018-06-08 22:30:18 UTC,magnum,Magnum Ice Cream Peppermint,4,82g,4,,1300kJ,3.9g,20.7g,14.1g,27.2g,26.8g,60mg,8.5,TRUE,6,FALSE,,
2018-06-08 22:30:18 UTC,magnum,Magnum Ice Cream Honeycomb Crunch,4,85g,4,,1430kJ,3.8g,22.3g,15.4g,31.4g,31.3g,60mg,8.5,TRUE,6,FALSE,,
2018-06-08 22:30:18 UTC,trident,Trident Instant Soup Thai Tom Yum Goong With Noodle,1,400g (when prepared as per instructions as a soup),1,,199kJ,0.9g,0.7g,0.3g,9.3g,0.4g,270mg,1.2,TRUE,1,FALSE,,
2018-06-08 22:30:18 UTC,kikkoman,Kikkoman Soy Sauce Soy Reduced Salt,40,15mL,1,,529kJ,9.5g,0g,0g,11.0g,5.1g,3560mg,8.4,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,masterfoods,Masterfoods Seafood Sauce Tartare,22,10g,1,,2577kJ,0.1g,65.0g,4.7g,7.0g,5.0g,743mg,2.4,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,macro organic,Macro Organic Flour White Spelt,750g,g,1,,,,,,,,,7.5,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,woolworths,Woolworths Almond Ice Cream Sticks,4,74g,4,,1410kJ,5.4g,21.8g,11.1g,,26.3g,52mg,4,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,woolworths,Woolworths Vanilla Ice Cream Sticks,4,72g,4,,1380kJ,4.4g,20.8g,13.7g,31.3g,25.9g,45mg,4,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,betty crocker,Betty Crocker Rainbow Chip With M&m Cookie Mix,20,25g Mix 28g Prepared,1,,"Mix:1728kJ, Prepared: 1845kJ","Mix:5.3g, Prepared: 5.7g","Mix:7.3g, Prepared: 14.7g","Mix:3.8g, Prepared: 9.3g","Mix:80.5g, Prepared: 70.5g","Mix:35.9g, Prepared: 38.7g","Mix:223mg, Prepared: 278mg",5.2,TRUE,2.6,FALSE,,
2018-06-08 22:30:18 UTC,white wings,White Wings Cake In A Cup Triple Choc Brownie,4,75g prepared (1 sachet),4,,1360kJ,5.0g,10.5g,6.1g,52.7g,39.0g,200mg,5,TRUE,4,FALSE,,
2018-06-08 22:30:18 UTC,macro,Macro Natural Nut Mix Multipack,5,30g,5,,2590kJ,22.3g,55.0g,5.8g,6.5g,5.2g,<5mg,3.99,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,essentials,Essentials Packet Soup Mix Chicken Noodle,50g,g,1,,,,,,,,,0.45,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,pearl river bridge,Pearl River Bridge Soy Sauce Superior,500ml,Ml,1,,,,,,,,,2.7,TRUE,2.45,FALSE,,
2018-06-08 22:30:18 UTC,betty crocker,Betty Crocker Chocolate Cupcake Mix,12,38g Mix 56g Prepared,1,,"Mix:1747kJ, Prepared: 1584kJ","Mix:4.3g, Prepared: 5.1g","Mix:10.1g, Prepared: 16.2g","Mix:4.0g, Prepared: 8.1g","Mix:76.5g, Prepared: 52.9g","Mix:46.8g, Prepared: 33.9g","Mix:675mg, Prepared: 433mg",5.2,TRUE,2.6,FALSE,,
2018-06-08 22:30:18 UTC,woolworths,Woolworths Soy Sauce ,25,20mL,1,,124kJ,1.0g,<1.0,<1.0g,6.0g,6.0g,4940mg,1.9,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,campbells real,Campbells Real Chicken Liquid Stock Salt Reduced,500ml,Ml,1,,,,,,,,,2.29,FALSE,,TRUE,3 for 4.98,1.66
2018-06-08 22:30:18 UTC,campbells real stock,Campbells Real Stock Fish ,2,250mL,1,,18kJ,0.6g,0.1g,0.1g,0.3g,0.3g,264mg,2.29,FALSE,,TRUE,3 for 4.98,1.66
2018-06-08 22:30:18 UTC,dolmio extra,Dolmio Extra Pasta Sauce Tomato Onion & Roast Garlic,6,130g,1,,244kJ,2.2g,0.4g,0.1g,10.6g,5.8g,380mg,4.6,TRUE,4,FALSE,,
2018-06-08 22:30:18 UTC,greens,Greens Cake Mix Traditional Chocolate,12,62g,1,,1420kJ,5.0g,14.0g,4.0g,48.3g,33.4g,384mg,2.75,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,woolworths select,Woolworths Select Asian Sauce Hoi Sin,320ml,Ml,1,,,,,,,,,2.39,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,lee kum kee,Lee Kum Kee Soy Sauce Premium,33,15mL,1,,383kJ,7.7g,<1g,<1g,13.0g,10.2g,6880mg,3.8,TRUE,3.2,FALSE,,
2018-06-08 22:30:18 UTC,campbells real,Campbells Real Vegetable Liquid Stock,2,250mL,1,,35kJ,0.1g,0.1g,0.1g,1.9g,1.8g,541mg,2.29,FALSE,,TRUE,3 for 4.98,1.66
2018-06-08 22:30:18 UTC,ayam,Ayam Oyster Sauce ,14,15mL (17.8g) 1 tbsp,1,,535kJ,<1g,<1g,<1g,30.4g,26.5g,4100mg,3.2,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,ayam,Ayam Vegetarian Oyster Sauce,210ml,Ml,1,,,,,,,,,3.2,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,greens learn to bake,Greens Learn To Bake Barbie Confetti Magic Mix,425g,g,1,,,,,,,,,4,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,woolworths select,Woolworths Select Asian Sauce Oyster,16,20mL,1,,689kJ,3.2g,0g,0g,37.3g,32.6g,5790mg,2.5,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,dolmio traditional recipe,Dolmio Traditional Recipe Pasta Sauce Classic Tomato,500g,g,1,,,,,,,,,2,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,ayam,Ayam Sweet Soy ,210ml,Ml,1,,,,,,,,,3.2,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,masterfoods,Masterfoods Cinnamon Sugar,55g,g,1,,,,,,,,,2.1,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,changs,Changs Oyster Sauce ,11,25mL,1,,342kJ,2.3g,0.12g,0.01g,16.5g,9.7g,4000mg,4,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,maggi,Maggi Fish Sauce ,15,20mL,1,,235kJ,9.0g,<1g,<1g,5.0g,5.0g,9520mg,3,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,dolmio,Dolmio Classic Tomato & Onion Sauce,500g,g,1,,,,,,,,,2,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,obento,Obento Japanese Seasoning Mirin,10,20mL,1,,1240kJ,0.2g,<0.1g,<0.1g,72.4g,43.8g,142mg,3.3,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,royal family,Royal Family Japanese Mochi Coconut,6,35g,1,,1395kJ,2.1g,2g,1g,75.6g,35.6g,77mg,2.35,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,royal family,Royal Family Japanese Mochi Green Tea,6,35g,1,,1390kJ,1.5g,0.2g,0.1g,79.8g,26.4g,43mg,2.35,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,woolworths,Woolworths Roasted & Salted Mixed Nuts,2,30g,1,,2610kJ,23.9g,52.9g,7.2g,11.0g,5.3g,391mg,2,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,essentials,Essentials Tuna In Brine,Approx.4,66g,1,,357kJ,19.5g,0.7g,0.3g,<1g,<1g,271mg,2.6,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,woolworths,Woolworths Yellowfin Tuna In Springwater ,1,70g,1,,494kJ,28.0g,<1g,<1g,<1g,<1g,248mg,1.3,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,maggi,Maggi Oyster Sauce ,27,10mL,1,,645kJ,3.6g,<1g,<1g,34.7g,32.2g,4590mg,3,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,changs,Changs Hoisin Sauce ,11,25mL,1,,299kJ,4.0g,1.1g,0.2g,10.7g,7.1g,3870mg,4,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,garden,Garden Cream Wafers Chocolate,,,1,,2146kJ,6.3g,27.4g,16.5g,62.7g,23.5g,171mg,2.35,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,garuda,Garuda Roasted Peanuts Peanuts Roasted,200g,g,1,,,,,,,,,2.4,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,dollar sweets,Dollar Sweets Bright Sprinkles Jar ,90g,g,1,,,,,,,,,3.5,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,woolworths,Woolworths Superfood Mix ,2,30g,1,,2080kJ,13.0g,29.9g,5.3g,39.8g,29.7g,240mg,2,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,woolworths,Woolworths Apricot Sun Dried,25,30g,,,Approx. 1030kJ,Approx. 2.4g,<1g,Approx. 0.2g,Approx. 54.6g,Approx. 34.1g,<5mg,8,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,birds eye ,Birds Eye Stir Fry Mix Chinese,6.8,125g,1,,171kJ,2.1g,0.4g,0.1g,5.6g,3.4g,21mg,5,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,masterfoods,Masterfoods Asian Sauce Sweet & Sour,14,20g,1,,642kJ,0.2g,0.1g,Nil,37.2g,32.3g,560mg,2.79,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,obento,Obento Japanese Noodles Udon,1,200g,1,,490kJ,4.0g,0.2g,<0.1g,24.0g,0.4g,86mg,1.4,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,dollar,Dollar Sweets Choc Crispies,80g,g,1,,,,,,,,,5,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,hart & soul,Hart & Soul Laksa Soup Kit ,2,Approx.333mL (when prepared),1,,398kJ,1.3g,5.3g,3.5g,10.1g,1.6g,483mg,5,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,australian organic food co,Australian Organic Food Co Chicken Spelt & Vegetable Soup,330g,g,1,,,,,,,,,4.5,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,queen,Queen Jel-it-in Vegetarian Gelling Powder,4,125g,1,,25kJ,<1g,0.0g,0.0g,1.3g,<1g,10mg,4,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,dollar sweets,Dollar Sweets Lollipop Cake Toppers,6pk,,6,,,,,,,,,3.5,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,campbell's chunky,Campbell's Chunky Canned Soup Potato & Bacon,2,250g,1,,326kJ,3.1g,3.5g,1,8,1.3g,242mg,3.5,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,tilda,Tilda Microwave Coconut Basmati Rice,2,125g,1,,715kJ,3.6g,5.0g,3.6g,27.1g,0.4g,,3.4,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,whole earth,Whole Earth Sweetener Baking Blend,500g,g,1,,,,,,,,,6.5,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,ayam,Ayam Panang Curry Paste Panang Curry,195g,g,1,,,,,,,,,3.3,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,heinz soup for one,Heinz Soup For One Canned Soup Creamy Tomato,1,300g,1,,260kJ,0.9g,2.4g,0.7g,9.0g,85.8g,340mg,1.95,FALSE,,FALSE,,
2018-06-08 22:30:18 UTC,macro organic,Macro Organic Jasmine Rice ,7,107g(Approx 1/2 cup),1,,1550kJ,7.1g,2.2g,0.6g,79.4g,<0.5g,<1.0mg,4.8,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,taylors,Taylors Sauvignon Blanc ,750ml,Ml,1,,,,,,,,,19,FALSE,,TRUE,2 for 30.00,15
2018-06-08 22:30:19 UTC,ayam,Ayam Malaysian Sambal Stir Fry Paste,185g,g,1,,,,,,,,,4,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,ayam ,Ayam Malaysian Nyonya Curry Paste,185g,g,1,,,,,,,,,3.3,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,john west,John West Mackerel Fillets,1,90g,1,,1100kJ,19.3g,20.6g,6.0g,<0.1g,<0.1g,572mg,3,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,homebrand,Homebrand Sardines In Oil ,1,100g,1,,Approx. 662kJ,Approx. 22.2g,Approx. 7.2g,Approx. 1.8g,Approx. 1.1g,<0.1g,Approx. 356mg,0.65,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,homebrand,Homebrand Sardines In Springwater ,1,90g,1,,Approx. 465kJ,Approx. 23g,Approx. 2g,Approx. 0.8g,<0.1g,<0.1g,Approx. 111mg,0.65,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,campbell's chunky,Campbell's Chunky Canned Soup Beef Hearty & Filling,2,250g,1,,215kJ,3.0g,0.9g,0.4g,6.9g,1.2g,290mg,3.5,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,campbell's chunky,Campbell's Chunky Canned Soup Roast Chicken & Vegetable,2,250g,1,,206kJ,2.1g,1.2g,0.5g,6.9g,1.6g,292mg,3.5,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,ayam,Ayam Thai Yellow Curry Paste,15,12g,1,,494kJ,2.8g,8.0g,1.2g,8.7g,2.2g,2331mg,3.3,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,essentials,Essentials Packet Soup Mix French Onion,4,250mL (10g Dry Mix) Prepared,1,,,0.3g,<0.1g,<0.1g,,0.9g,273mg,0.45,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,333s,333s Sweet Sliced Beetroot ,415g,g,1,,,,,,,,,3,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,333s ,333s Sweet Whole Baby Beets ,415g,g,1,,,,,,,,,3,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,john west,John West Mackerel Fillets Thai Green Curry,125g,g,1,,,,,,,,,3,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,paramount,Paramount Salmon Pink,2,80g,1,,631kJ,21.1g,7.4g,1.9g,<1.0g,<1.0g,468mg,3.7,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,ayam malaysian rendang curry,Ayam Malaysian Rendang Curry Paste ,6,30g,1,,933kJ,2.6g,14.8g,9.5g,20.0g,9.2g,1103mg,3.3,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,hart & soul,Hart & Soul All Natural Mexican Bean Soup ,2,200g,1,,273kJ,2.2g,2.1g,0.5g,9.3g,2.9g,421mg,4,TRUE,2,FALSE,,
2018-06-08 22:30:19 UTC,amy's kitchen,Amy's Kitchen Organic Chunky Vegetable Soup ,405g,g,1,,,,,,,,,3.9,TRUE,3.5,FALSE,,
2018-06-08 22:30:19 UTC,continental,Continental Simmer Soup Chicken Noodle Salt Reduced,4,250mL prepared as directly,1,,"Avg qty per100g dry: 1460kJ, Avg qty per 100mL: 72kJ","Avg qty per100g dry: 13.3g, Avg qty per 100mL: 0.7g","Avg qty per100g dry: 2.8g, Avg qty per 100mL: 0.1g","Avg qty per100g dry: 0.5g, Avg qty per 100mL: <0.1g","Avg qty per100g dry: 64.6g, Avg qty per 100mL: 3.2g","Avg qty per100g dry: 5.7g, Avg qty per 100mL: 0.3g","Avg qty per100g dry: 3220mg, Avg qty per 100mL: 160mg",0.95,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,amys kitchen,Amys Kitchen Canned Soup Organic Lentil & Vegetable,2,200g,1,,273kJ,2.9g,1.6g,0.2g,9.8g,2.04g,278mg,3.9,TRUE,3.5,FALSE,,
2018-06-08 22:30:19 UTC,paramount,Paramount Salmon Pink,4,80g,1,,631kJ,21.41g,7.4g,1.96g,<1.0g,<1.0g,468mg,5.5,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,woolworths,Woolworths Canned Shredded Chicken Cajun,1,85g,1,,929kJ,16.8g,15.1g,1.9g,5.0g,1.0g,597mg,1.29,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,woolworths,Woolworths Canned Shredded Chicken Tandoori,1,85g,1,,726kJ,19.2g,8.0g,1.2g,6.1g,0.7g,890mg,1.29,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,masterfoods,Masterfoods Cayenne Pepper ,30g,g,1,,,,,,,,,3.5,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,hart & soul,Hart & Soul All Natural Cauliflower Cashew Soup,2,200g,1,,328kJ,1.8g,5.4g,0.9g,6.8g,1.2g,225mg,4,TRUE,2,FALSE,,
2018-06-08 22:30:19 UTC,tandaco one pan dinner,Tandaco One Pan Dinner Savoury Noodle,4,50g(For dry pasta and sauce mix),1,,1440kJ,11.0g,2.4g,<1g,65.8g,7.2g,2040mg,5,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,mug shot,Mug Shot On The Go Cajun Pasta,85g,g,1,,,,,,,,,3,TRUE,2.5,FALSE,,
2018-06-08 22:30:19 UTC,obento,Obento Japanese Noodles Soba,1,180g,1,,605kJ,4.9g,2.2g,0.3g,24.7g,0.7g,170mg,1.4,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,hart & soul,Hart & Soul Chicken & Corn Soup Pouch ,2,200g,1,,266kJ,2.2g,2.5g,1.3g,8.2g,1.4g,310mg,4,TRUE,2,FALSE,,
2018-06-08 22:30:19 UTC,hoyts,Hoyts Cumin Ground,25g,g,1,,,,,,,,,2,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,mama,Mama Bowl Noodles Pho Bo Beef,1,485g,1,,204kJ,1.1g,<1g,<1g,9.2g,<1g,404mg,3.5,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,hoyts,Hoyts Paprika Hot,50g,g,1,,,,,,,,,1.47,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,masterfoods,Masterfoods Seasoning All Purpose Pepper,10,5g,1,,937kJ,6.0g,1.8g,0.2g,40.7g,,13277mg,3,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,masterfoods,Masterfoods Seasoning Portugese Chicken,50g,g,1,,,,,,,,,3.75,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,woolworths select,Woolworths Select Seasoning Moroccan,52g,g,1,,,,,,,,,2.7,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,masterfoods,Masterfoods Seasoning Bbq Smokey,52g,g,1,,,,,,,,,3.75,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,continental cup a soup,Continental Cup A Soup Creamy Pumpkin With Croutons,2,250mL,1,,211kJ,0.4g,,0.6g,8.9g,2.3g,290mg,2,FALSE,,TRUE,4 for 5,1.25
2018-06-08 22:30:19 UTC,continental,Continental Tomato Simmer Soup ,55g,g,1,,,,,,,,,1.4,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,woolworths,Woolworths Instant Soup Pea & Ham With Croutons,52g,g,1,,,,,,,,,1,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,hoyts,Hoyts Mustard Powder,50g,g,1,,,,,,,,,1.8,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,masterfoods,Masterfoods Seasoning Bbq,50g,g,1,,,,,,,,,3.3,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,kewpie,Kewpie Salad Dressing Roasted Sesame,10,20mL,1,,1700kJ,2.9g,35.4g,5.3g,18.4g,16.6g,1190mg,4,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,heinz,Heinz Baked Beans Salt Reduced,555g,g,1,,,,,,,,,3,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,sunrice,Sunrice Street Snack Chicken Teriyaki ,200g,g,1,,,,,,,,,3,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,trident,Trident Instant Soup Thai Chicken With Noodles,1,400g,1,,183kJ,0.8g,0.3g,0.1g,9.3g,0.4g,320mg,1.2,TRUE,1,FALSE,,
2018-06-08 22:30:19 UTC,hoyts,Hoyts Ginger Ground,50g,g,1,,,,,,,,,3,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,la zuppa,La Zuppa Soup Pouch Creamy Chicken & Vegetable,2,270g,1,,146kJ,2.2g,0.8g,0.2g,4.8g,0.2g,330mg,4.4,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,heinz,Heinz Baked Beans Ham Sauce,555g,g,1,,,,,,,,,3,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,woolworths,Woolworths Herring Fillets In Tomato Sauce,2,100g,1,,818kJ,13.3g,14.3g,3.2g,3.7g,3.7g,410mg,2,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,trident soup,Trident Soup Hot &  Spicy Hot & Spicy Thai With Noodles,50g,g,1,,,,,,,,,1.2,TRUE,1,FALSE,,
2018-06-08 22:30:19 UTC,table of plenty,Table Of Plenty Dried Spices Dukkah Pistachio,6,7.5g,1,,2730kJ,20.4g,46.5g,5.3g,11.8g,4.4g,309mg,3.6,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,la zuppa,La Zuppa Microwave Soup Kale Quinoa & Vegetable,2,270g,1,,145kJ,1.9g,<1g,<1g,,,257mg,4.4,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,la zuppa,La Zuppa Soup Pouch Rustic Vegetable,2,270g,1,,117kJ,1.9g,0.3g,0.06,4.3g,1.0g,251mg,4.4,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,continental cup a soup,Continental Cup A Soup Tasty Tomato,2,250mL,1,,185kJ,0.5g,1.0g,0.5g,8.2g,3.2g,285mg,2,FALSE,,TRUE,4 for 5,1.25
2018-06-08 22:30:19 UTC,woolworths,Woolworths Herring Fillets In Mango Pepper Sauce,2,100g,1,,600kJ,13.1g,8.4g,1.6g,3.9g,3.3g,466mg,2,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,table of plenty,Table Of Plenty Dried Spices Almonds Lemon & Herb Dukkah,6,7.5g,1,,2340kJ,19.4g,49.9g,4.3g,6.1g,3.5g,465mg,3.6,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,masterfoods,Masterfoods Seasoning Chicken,9,5g,1,,937kJ,5.5g,1.7g,0.5g,42.1g,,14560mg,2.4,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,s&b,S&b Curry Mix Golden Hot ,92g,g,1,,,,,,,,,4.5,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,la zuppa,La Zuppa Soup Pouch Tuscan Chicken & Vegetable,2,270g,1,,155kJ,2.8g,0.9g,0.18g,"4,4g",0.5g,257mg,4.4,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,campbell's country ladle,Campbell's Country Ladle Canned Soup Potato & Leek,505g,g,1,,,,,,,,,3.5,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,hoyts,Hoyts Parsley ,40g,g,1,,,,,,,,,3.2,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,la zuppa,La Zuppa Italian Style Tomato & Vegetable Soup Pouch,540g,g,1,,,,,,,,,4.4,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,riviana,Riviana Baby Prawns ,4,30g ( of prawns),1,,403kJ,20.2g,1.2g,0.5g,0.9g,0.9g,586mg,3.45,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,campbell's simply soup,Campbell's Simply Soup Carton Butternut Pumpkin,500g,g,1,,,,,,,,,3.9,TRUE,1.9,FALSE,,
2018-06-08 22:30:19 UTC,rosella,Rosella Tomato Reduced Sugar Condensed Soup,500mg,mg,1,,,,,,,,,2.25,TRUE,1.5,FALSE,,
2018-06-08 22:30:19 UTC,masterfoods,Masterfoods Seasoning Tuscan,8,5g,1,,949kJ,4.9g,2.5g,0.7g,41.3g,,16077mg,3.75,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,john west,John West Kipper Fillets In Brine,200g,g,1,,,,,,,,,3.5,TRUE,2.5,FALSE,,
2018-06-08 22:30:19 UTC,gourmet garden,Gourmet Garden Paste Ginger,80g,g,1,,,,,,,,,3.5,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,gourmet garden,Gourmet Garden Paste Parsley,80g,g,1,,,,,,,,,3.5,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,continental cup a soup,Continental Cup A Soup Hearty Roast Chicken ,2,250mL,2,,276kJ,0.9g,1.5g,0.7g,11.9g,1.0g,280mg,2,FALSE,,TRUE,4 for 5,1.25
2018-06-08 22:30:19 UTC,paramount,Paramount Salmon Red,1,80g,1,,704kJ,22.g,8.6g,1.9g,<1.0g,<1.0g,468mg,6,TRUE,5.4,FALSE,,
2018-06-08 22:30:19 UTC,masterfoods,Masterfoods Tarragon Leaves,7g,g,1,,,,,,,,,3.05,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,gourmet garden,Gourmet Garden Paste Chilli Hot,80g,g,1,,,,,,,,,3.5,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,indomie ,Indomie Mi Goreng Fried Noodles,85g,g,1,,,,,,,,,0.65,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,woolworths select,Woolworths Select Sultanas ,12,100g,1,,Approx. 1390kJ,Approx. 2.8g,Approx. 0.9g,Approx. 0.4g,Approx. 75g,Approx. 73.2g,Approx. 36mg,2.6,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,woolworths select,Woolworths Select Sultanas Australian,6x40g,g,6,,,,,,,,,1.95,FALSE,,FALSE,,
2018-06-08 22:30:19 UTC,continental,Continental Cup A Soup Italian Minestrone,2,250mL prepared as directed,2,,222kJ,1.1g,0.3g,0.1g,11.1g,3.2g,265mg,2,FALSE,,TRUE,4 for 5,1.25
