Date of data Extraction,Brand,Product name,Pack size,Serving size,Servings per pack,Product code,Energy per 100g (or 100ml),Protein per 100g (or 100ml),Total fat per 100g (or 100ml),Saturated fat per 100g (or 100ml),Carbohydrate per 100g (or 100ml),Sugars per 100g (or 100ml),Sodium per 100g (or 100ml),Original Price,Price Promoted,Price Promoted Price,Multi Buy Special,Multi Buy Special Details,Multi Buy Price
2018-06-08 22:10:16 UTC,chris' dips,Chris' Dips Corn Relish ,10,20g,1,,893kJ,4.3g,15.4g,8.2g,14.7g,6.6g,480mg,3.5,FALSE,,TRUE,2 for 6.00,3
2018-06-08 22:10:16 UTC,chris',Chris' Taramosalata Homestyle Caviar Dip,10,200,1,,1870kj,2.4g,43.3g,3.1g,12.1g,0.6g,540mg,3.5,FALSE,,TRUE,2 for 6.00,3
2018-06-08 22:10:16 UTC,chris' dips,Chris' Dips Lite Tzatziki ,10,20g,1,,309kJ,4.8g,2.4g,1.7g,7.6g,3.1g,330mg,3.5,FALSE,,TRUE,2 for 6.00,3
2018-06-08 22:10:16 UTC,chris' dips,Chris' Dips Spicy Capsicum ,10,20g,1,,841kJ,4.8g,15.6g,8.8g,10.7g,1.9g,610mg,3.5,FALSE,,TRUE,2 for 6.00,3
2018-06-08 22:10:16 UTC,chris' dips,Chris' Dips Lite Hommus ,10,20g,1,,710kJ,6.1g,9.0g,1.0g,16.1g,0.5g,390mg,3.5,FALSE,,TRUE,2 for 6.00,3
2018-06-08 22:10:16 UTC,chris' dips,Chris' Dips Tzatziki ,1,20g,1,,,5.5g,5.0g,1.8g,,2.7g,340mg,3.5,FALSE,,TRUE,2 for 6.00,3
2018-06-08 22:10:16 UTC,yumi's,Yumi's Eggplant Mediterranean Dip,10,20g,1,,649kJ,1.3g,15.2g,1.1g,2.8g,2.6g,652mg,4,TRUE,3,FALSE,,
2018-06-08 22:10:16 UTC,obela,Obela Capsicum Veggie To Go Dip,100g,g,1,,,,,,,,,3,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,red rock deli ,Red Rock Deli Dip Chilli & Lemongrass,7.5,20g,1,,1410kJ,6.3g,26.4g,3.0g,19.0g,4.4g,375mg,4.6,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,south cape,South Cape Cracked Pepper Cream Cheese,8,25g,1,,1450kJ,7.5g,33.5g,23.1g,4.9g,2.0g,380mg,4.29,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,south cape,South Cape Herb & Garlic Cream Cheese,200g,g,1,,,,,,,,,4.29,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,chris' dips,Chris' Dips Cheese & Chive ,10,20g,1,,979kJ,6.0g,19.6g,9.9g,8.3g,1.5g,320mg,3.5,FALSE,,TRUE,2 for 6.00,3
2018-06-08 22:10:16 UTC,chris' dips,Chris' Dips Egyptian Beetroot ,10,20g,1,,264kJ,1.4g,1.2g,0.3g,11.5g,7.7g,370mg,3.5,FALSE,,TRUE,2 for 6.00,3
2018-06-08 22:10:16 UTC,pilpel ,Pilpel Dip Hummous,17,20g,1,,462kJ,4.1g,6.2g,0.9g,8.0g,0.3g,425mg,6.5,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,red rock deli,"Red Rock Deli Dip Roasted Red Capsicum, Pecorino, Cashews & Basil",7.5,20g,1,,1140kJ,9.9g,22.1g,3.4g,12.5g,5.4g,470mg,4.6,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,red rock deli,Red Rock Deli Roast Pumpkin Caramelised Onion & Cashew Dip,7.5,20g,1,,1330kJ,5.8g,26.7g,3.9g,13.4g,6.0g,330mg,4.6,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,woolworths,Woolworths Greek Style Yoghurt Natural,5,200g,1,,454kJ,6.0g,7.3g,5.0g,4.8g,4.7g,67mg,3.9,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,bulla,Bulla Creme Fraiche Creme Fraiche,4,50mL,1,,1400kJ,2.0g,35.0g,23.2g,3.0g,3.0g,28mg,4,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,easiyo,Easiyo Greek Style & Coconut Bits Yogurt Base,5,200g of made-up greek style yoghurt with coconut bits,1,,472kJ,4.1g,4.7g,3.4g,14.0g,13.8g,0.037g,4.5,FALSE,,TRUE,2 for 7.00,3.5
2018-06-08 22:10:16 UTC,h?agen-dazs,H?agen-dazs Vanilla Ice Cream,457ml,Ml,1,,,,,,,,,11.5,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,nestle,Nestle Milo Pouch ,150g,g,1,,,,,,,,,2,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,ben & jerry's,Ben & Jerry's Ice Cream Chunklovers Collection,3pk 360ml,Ml,3,,,,,,,,,12,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,weis for dessert,Weis For Dessert Mango With Macadamia Cream ,10,76g,1,,823kJ,2.8g,10.0g,6.2g,23.8g,22.2g,32mg,9,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,capilano,Capilano Seasonal Selections Upside Down Honey,340g,g,1,,,,,,,,,5.49,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,woolworths,Woolworths Yellow Box Honey,400g,g,1,,,,,,,,,6,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,capilano,Capilano Honey Jar,16,15g,1,,1416,0.3g,0g,0g,83.1g,82.5g,15mg,4.3,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,yumi's quality foods,Yumi's Quality Foods Traditional Middle Eastern Hommus Dip,50,20g,1,,1200kJ,5.6g,25.7g,2.3g,6.7g,0.4g,441mg,7,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,maggie beer,Maggie Beer Pate Duck Sherry & Green Peppercorn,4,30g,1,,943kJ,10.5g,15.7g,9.5g,5.8g,5.5g,217mg,7,TRUE,6,FALSE,,
2018-06-08 22:10:16 UTC,maggie beer ,Maggie Beer Plum Paste Plum,10,10g,1,,1100kJ,<1g,<1g,<1g,62g,57g,9.4mg,5.98,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,mccormicks grill mates,Mccormicks Grill Mates Smokin Texas Bbq Rub ,4,10g (powder),1,,1120kJ,5.4g,4.0g,<1g,50.7g,35.7g,1100mg,1.99,TRUE,1.5,FALSE,,
2018-06-08 22:10:16 UTC,ob finest,Ob Finest Specialty Bites Date Hazelnut & Lemon,100g,g,1,,,,,,,,,5,TRUE,4.5,FALSE,,
2018-06-08 22:10:16 UTC,kerrygold,Kerrygold Salted Spreadable Salted,250g,g,1,,,,,,,,,6,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,mainland,Mainland Organic Butter,50,5g,1,,3060kJ,0.5g,82.1g,57.2g,<0.1g,<0.1g,630mg,5.4,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,flora,Flora Proactiv Margarine Spread Original,50,10g,1,,2380kJ,<1.0g,64.0g,15.0g max,<1.0g,<1.0g,360mg,8,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,western star,Western Star Salt Reduced Butter Block,50,5g,1,,3030kJ,<1g,81.5g,53.8g,<1g,<1g,350mg,3.2,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,allowrie,Allowrie Unsalted Butter,50,5g,1,,3080kJ,<1g,82.7g,54.6g,<1g,<1g,19mg,4,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,flora,Flora Spread Salt Reduced,50,10g,1,,2420kJ,<1g,65g,17g max,<1g,<1g,360mg,2.99,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,western star,Western Star Continental Unsalted Butter,,,1,,,,,,,<1g,,3.2,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,devondale,Devondale Butter ,250g,g,1,,,,,,,,,3.8,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,wicked sister,Wicked Sister Dessert Creations Cocomango & Passionfruit,90g,g,1,,,,,,,,,3,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,pepes,Pepes Rendered Duck Fat,200g,g,1,,,,,,,,,6,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,pauls,Pauls Chocolate Custard,1,70g,1,,395kJ,3.6g,1.7g,1.1g,15.7g,12.3g,69mg,1.5,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,himalayan,Himalayan Pink Salt Fine Cut Shaker,125g,g,1,,,,,,,,,2.69,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,wicked sisters,Wicked Sisters Classic Mousse Chocolate,2x80g,g,2,,,,,,,,,4,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,tasmanian,Tasmanian Pate Smoked Salmon & Cracked Pepper,2-3 serves,50g,1,,"Salmon:1300kJ, Pepper:876kJ","Salmon:17.6g, Pepper:16.8g","Salmon:12.8g, Pepper:15.4g","Salmon:15.0g, Pepper:6.0g","Salmon:2.2g, Pepper:0.4g","Salmon:2.0g, Pepper:0.4g","Salmon:820g, Pepper:212g",4.69,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,pauls,Pauls Vanilla Custard,1,150g,6,,459kJ,4.1g,2.5g,1.6g,17.3g,14.1g,81mg,6.3,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,wicked sister,Wicked Sister Vanilla Bean Creme Caramel,2,150g,2,,1080kJ,3.7g,12.8g,9.1g,30.9g,22.6g,56mg,4,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,fruche,Fruche Vanilla Bean Dessert,1,150g,2,,439kJ,5.4g,2.9g,1.9g,14.1g,12.1g,36mg,2.9,TRUE,2.5,FALSE,,
2018-06-08 22:10:16 UTC,chris' heritage,Chris' Heritage Vanilla Panna Cotta ,1,160g,1,,878kJ,3.5g,9.9g,7.0g,26.6g,17.1g,48mg,5,TRUE,4,FALSE,,
2018-06-08 22:10:16 UTC,fruche,Fruche Strawberry Fields Dessert,1,150g,2,,469kJ,5.4g,2.9g,1.9g,15.9g,14.1g,38mg,2.9,TRUE,2.5,FALSE,,
2018-06-08 22:10:16 UTC,pauls,Pauls Spaceboy Vanilla Strawberry Banana Yoghurt,12,90g (1pot),12,,"Banana:381kJ, Strawberry: 376kJ, VaNilla: 358kJ","Banana:4.6g, Strawberry: 4.6g, VaNilla: 4.8g","Banana:2.4g, Strawberry: 2.4g, VaNilla: 2.5g","Banana:1.6g, Strawberry: 1.6g, VaNilla: 1.7g","Banana:10.7g, Strawberry: 11.0g, VaNilla: 10.0g","Banana:10.7g, Strawberry: 10.8g, VaNilla: 8.8g","Banana:54mg, Strawberry: 55mg, VaNilla: 58mg",5,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,nakula,Nakula Coconut Yoghurt Passionfruit,5,100g,1,,554kJ,2g,12g,11g,6g,3g,8mg,7,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,latina fresh,Latina Fresh Roasted Pumpkin Leek & Sage Capelletti,2,183g,1,,710kJ,5.7g,3.8g,1.1g,26.2g,3.6g,260mg,6.3,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,gippsland dairy,Gippsland Dairy Double Cream ,8,25mL,1,,2160kJ,1.5g,56.9g,40.4g,1.9g,1.9g,35mg,4,TRUE,3.5,FALSE,,
2018-06-08 22:10:16 UTC,woolworths simply steam,Woolworths Simply Steam Carrot Cauliflower & Broccoli,2,100g,1,,300kJ,1.5g,6.2g,4.4g,0.6g,0.6g,72mg,4.5,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,little leggos,Little Leggos Beef & Vegetable Pasta Pillows,2,124g,1,,851kJ,9.0g,3.3g,0.5g,33.0g,1.0g,341mg,4,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,wooloworths,Wooloworths Chicken Casserole,1kg,kg,1,,,,,,,,,14,TRUE,12,FALSE,,
2018-06-08 22:10:16 UTC,home chef quiche,Home Chef Quiche Spinach & Feta ,1,200g,1,,976g,8.6g,14.5g,8.2g,16.0g,2.5g,520mg,4,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,pauls,Pauls Double Thick Rich Chocolate Custard,9,100g,1,,645kJ,3.4g,5.9g,3.8g,21.4g,18.6g,67mg,4.9,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,macro,Macro Organic Eggs,3,100.0g,6,,Approx. 559.0kJ,Approx. 12.2g,Approx. 9.9g,Approx. 3.3g,Approx. 1.3g,Approx. 0.3g,Approx. 136.0mg,4.9,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,rokeby farms,Rokeby Farms Filmjolk Probiotic Milk Natural,750ml,Ml,1,,,,,,,,,5,TRUE,4,FALSE,,
2018-06-08 22:10:16 UTC,zoosh,Zoosh Smoked Salmon & Dill Dip,9.2,20g,1,,,,,,,8.3g,623mg,2.5,TRUE,2,FALSE,,
2018-06-08 22:10:16 UTC,yumi's,Yumi's Italian Olive Dip,10,20g,1,,1800kJ,1.5g,47.8g,4.0g,0.3g,0.2g,1000mg,4,TRUE,3,FALSE,,
2018-06-08 22:10:16 UTC,zoosh,Zoosh Onion & Smokey Bacon Dip,9.2,20g,1,,973kJ,4.9g,18.9g,13.1g,9.9g,7.3g,662mg,2.5,TRUE,2,FALSE,,
2018-06-08 22:10:16 UTC,zoosh,Zoosh Gherkin Dip,185g,g,1,,,,,,,,,2.5,TRUE,2,FALSE,,
2018-06-08 22:10:16 UTC,woolworths,Woolworths Korean Chicken Hot Pot ,300g,g,1,,,,,,,,,3,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,macro,Macro Turmeric Chicken & Black Barley Soup,310g,g,1,,,,,,,,,4,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,babushkas,Babushkas Coconut Kefir ,8,62mL,1,,353kJ,4.2g,4.9g,3.6g,5.2g,5.0g,40mg,4.7,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,zoosh,Zoosh French Onion Light Dip 30% Less Fat,9.2,20g,1,,853kJ,6.7g,12.2g,8.5g,15.8g,13.0g,768mg,2.5,TRUE,2,FALSE,,
2018-06-08 22:10:16 UTC,woolworths,Woolworths Fresh Chicken Noodle Soup ,1,300g,1,,207kJ,1.7g,1.6g,0.2g,6.6g,0.9g,237mg,3,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,woolworths,Woolworths Fresh Pea & Ham Soup ,1,300g,1,,316kJ,5.4g,1.6g,0.9g,8.5g,1.5g,264mg,3,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,woolworths,Woolworths Tomato Soup ,300g,g,1,,,,,,,,,3,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,zoosh,Zoosh French Onion Dip,9.2,20g,1,,925kJ,4.7g,17.7g,12.3g,10.3g,7.4g,719mg,2.5,TRUE,2,FALSE,,
2018-06-08 22:10:16 UTC,woolworths,Woolworths Malaysian Style Chicken Laksa Soup,1,300g,1,,353kJ,3.4g,4.6g,2.6g,6.8g,2.3g,288mg,3,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,woolworths,Woolworths Fresh Minestrone Soup Low Fat,1,300g,1,,191kJ,1.0g,1.1g,0.1g,7.0g,3.6g,235mg,3,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,easiyo,Easiyo Greek Style Yogurt Base Raspberry & Lemon,5,200g of made-up Yoghurt,1,,451kJ,3.9g,3.6g,2.5g,15.2g,15.1g,0.038g,4.5,FALSE,,TRUE,2 for 7.00,3.5
2018-06-08 22:10:16 UTC,easiyo,Easiyo Pineapple & Coconut Bits Yogurt Base,5,200g of made-up Pineapple Flavour Yogurt With Coconut Bits,1,,447kJ,3.6g,4.0g,2.4g,14.3g,14.1g,0032mg,4.5,FALSE,,TRUE,2 for 7.00,3.5
2018-06-08 22:10:16 UTC,chris' dips,Chris' Dips Avocado ,5,20g,1,,1077kJ,5.2g,21.3g,10.8g,11.8g,1.1g,290mg,2.3,TRUE,2,FALSE,,
2018-06-08 22:10:16 UTC,easiyo,Easiyo Greek Style Yogurt & Honey Yogurt Base,5,200g made-up greek Style With Honet Yogurt,1,,415kJ,3.7g,4.0g,2.7g,12.1g,11.9g,0.033g,4.5,FALSE,,TRUE,2 for 7.00,3.5
2018-06-08 22:10:16 UTC,chris' dips,Chris' Dips Tzatziki ,5,20g,1,,433kJ,5.5g,5.0g,1.8g,9.1g,2.7g,340mg,2.3,TRUE,2,FALSE,,
2018-06-08 22:10:16 UTC,chris' dips,Chris' Dips Corn Relish ,5,20g,1,,893kJ,4.3g,15.4g,8.2g,14.7g,6.6g,480mg,2.3,TRUE,2,FALSE,,
2018-06-08 22:10:16 UTC,woolworths,Woolworths Asian Salad With Crunchy Noodles,1,150g,1,,230kJ,2.1g,2.4g,<1.0g,4.5g,2.0g,188mg,5,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,chris' dips,Chris' Dips Spring Onion ,,,1,,,,,,,2.2g,,2.3,TRUE,2,FALSE,,
2018-06-08 22:10:16 UTC,wooloworths,Wooloworths Sausage Casserole,1.1kg,kg,1,,,,,,,,,14,TRUE,12,FALSE,,
2018-06-08 22:10:16 UTC,pasta master,Pasta Master Beef Lasagne ,1.3kg,kg,1,,,,,,,,,14,TRUE,12.5,FALSE,,
2018-06-08 22:10:16 UTC,chris' dips,Chris' Dips Hommus ,5,20g,1,,970kJ,6.6g,16.2g,1.4g,15.2g,0.4g,370mg,2.3,TRUE,2,FALSE,,
2018-06-08 22:10:16 UTC,woolworths select,Woolworths Select Dolmades Traditional,4.7,60g,1,,658kJ,2.4g,7.2g,1.3g,20.7g,1.8g,565mg,3.75,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,island berries,Island Berries Pear & Pistachio Paste,6,10g,1,,1060kJ,0.8g,0.1g,0.1g,61.9g,58.9g,14mg,3.9,TRUE,3.5,FALSE,,
2018-06-08 22:10:16 UTC,willow farm,Willow Farm Dip Hommus,10,20g,1,,665kJ,7.0g,9.5g,1.0g,12.0g,3.2g,385mg,2,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,naked kitchen,Naked Kitchen Thai Jungle Curry Sauce,300g,g,1,,,,,,,,,5,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,capilano,Capilano Squeezable Upsidedown Australian Honey,33,15g,1,,1416kJ,0.3g,0g,0g,83.1g,82.5g,15mg,7.35,TRUE,6.5,FALSE,,
2018-06-08 22:10:16 UTC,manning valley,Manning Valley Free Range Eggs ,9,90g,1,,Approx. 596kJ,Approx. 12.2g,Approx. 9.9g,Approx. 3.3g,Approx. 1.3g,Approx. 0.3g,Approx. 136mg,9,TRUE,8,FALSE,,
2018-06-08 22:10:16 UTC,capilano,Capilano Original Squeezable Honey,25,15g,1,,1416kJ,0.3g,0g,0g,83.1g,82.5g,15mg,6.3,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,woolworths select,Woolworths Select Australian Honey Twist & Squeeze,25,15g,1,,Approx. 1400kJ,Approx. 0.3g,Approx. 0g,Approx. 0g,Approx. 82.1g,Approx. 82.1g,Approx. 14mg,5.4,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,beechworth,Beechworth Bee Cause Bush Honey,14,28g,1,,1401kJ,0.3g,0.0g,0.0g,82.1g,82.1g,14mg,7,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,obela,Obela Beetroot Veggie To Go Dip,100g,g,1,,,,,,,,,3,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,obela,Obela Grab & Go Roast Capsicum Hommus,1,125g,1,,1042kJ,7.6g,13.6g,1.7g,21.5g,2.1g,390mg,3,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,obela,Obela Grab & Go Jalapeno,1,125g,1,,1150kJ,7.6g,15.6g,1.9g,25.1g,2.3g,465mg,3,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,obela,Obela Classic Tzatziki To Go Dip,1,125g,1,,945kJ,6.6g,13.0g,3.1g,19.2g,5.9g,504mg,3,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,woolworths select,Woolworths Select Sweet Chilli Cream Cheese,200g,g,1,,,,,,,,,3,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,capilano,Capilano Australian Honey Twist & Squeeze,14,15g,1,,1416kJ,0.3g,0g,0g,83.1g,82.5g,15mg,4,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,pace farm eco organic,Pace Farm Eco Organic Free Range Eggs Eggs,3,88g(2 Eggs),6,,559kJ,12.2g,9.9g,3.3g,1.3g,0.3g,136mg,5.5,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,port stephens,Port Stephens Free Range Eggs,700g,g,1,,,,,,,,,6.5,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,quince,Quince Paste Paste,240g,g,1,,,,,,,,,5.99,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,puregg simply,Puregg Simply Egg Whites ,8,63g / 1/4 cup,1,,197kJ,11.2g,0.0g,0.0g,0.4g,0.4g,175mg,4.99,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,normandie,Normandie Pate Chicken Champagne,15,10g,1,,1410kJ,9.0g,33g,20g,2g,<1g,480mg,4.48,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,sunny queen ,Sunny Queen Barn Laid Natural Grain Cage Free Eggs,6,104g (2 eggs),12,,559kJ,12.2g,9.9g,3.3g,1.3g,0.3g,136mg,5.5,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,port stephens free range,Port Stephens Free Range Eggs Jumbo ,6,118g  (2 egg) + Edible portion,12,,559kJ,12.2g,9.9g,3.3g,1.3g,0.3g,136mg,7,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,liberty,Liberty Barn Laid Eggs ,,,12,,559kJ,12.2g,9.9g,3.3g,1.3g,0.3g,136mg,5.8,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,natural living,Natural Living Free Range Eggs,9,90g (2 eggs (Edible portion only)),18,,596kJ,12.2g,9.9g,3.3g,1.3g,0.3g,136mg,9,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,sunny queen ,Sunny Queen Barn Laid Natural Grain Cage Free Eggs,12pk 600g,g,12,,,,,,,,,5.1,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,pace farm liberty,Pace Farm Liberty Barn Laid Eggs,,,12,,559kJ,12.2g,9.9g,3.3g,1.3g,0.3g,136mg,4.8,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,manning valley,Manning Valley Free Range Eggs,6pk 330g,g,6,,,,,,,,,3.6,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,pace farm,Pace Farm Free Range Eggs Natural Living,6,116g (2 Eggs),12,,559kJ,12.2g,9.9g,3.3g,1.3g,0.3g,136mg,7,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,pauls,Pauls Vanilla Custard,1,70g,1,,389kJ,3.5g,1.7g,1.1g,15.6g,12.8g,67mg,1.5,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,farmhouse gold,Farmhouse Gold Custard Vanilla,800g,g,1,,,,,,,,,5,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,southern highland,Southern Highland Organic Eggs,6,104g (2 eggs),12,,559kJ,12.2g,9.9g,3.3g,1.3g,0.3g,136mg,8,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,manning valley,Manning Valley Free Range Eggs,6,104g (2 eggs),12,,559kJ,12.2g,9.9g,3.3g,1.3g,0.3g,136mg,6.5,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,maggie beer,Maggie Beer Pate Duck & Orange,120g,g,1,,,,,,,,,7,TRUE,6,FALSE,,
2018-06-08 22:10:16 UTC,woolworths select,Woolworths Select Regular Whipped Cream,12,100g,1,,Approx. 1160kJ,Approx. 1.8g,Approx. 26g,Approx. 13.8g,Approx. 10.1g,Approx. 9.4g,Approx. 27mg,4,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,dairy farmers,Dairy Farmers Light Sour Cream,12.5,20g (1 Tablespoon),1,,816kJ,3.1g,18.4g,12.3g,4.8g,4.8g,45mg,2.45,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,homebrand,Homebrand Custard Powder,28,264g (1 cup),1,,,,,,,36.4g,145mg,1,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,pace farm liberty,Pace Farm Liberty Barn Laid Eggs,6,102g (2eggs),12,,559kJ,12.2g,9.9g,3.3g,0.3g,,136mg,5,TRUE,4.2,FALSE,,
2018-06-08 22:10:16 UTC,maggie beer ,Maggie Beer Fig & Fennel Paste Fig & Fennel,10,10g,1,,1110kJ,<1g,<1g,<1g,62g,60g,28mg,5.98,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,bulla,Bulla Light Sour Cream,4,50mL,1,,783kJ,3.0g,18.0g,12.0g,3.9g,3.9g,41mg,2,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,ob finest,Ob Finest Specialty Bites Parmesan Olive & Basil,100g,g,1,,,,,,,,,5,TRUE,4.5,FALSE,,
2018-06-08 22:10:16 UTC,essentials,Essentials Long Life Custard,5,200ml,1,,Approx. 391kJ,Approx. 3g,Approx. 3.3g,Approx. 2.1g,Approx. 12.8g,Approx. 9.9g,Approx. 44mg,1.9,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,bulla,Bulla Pure Cream Pouring Style,200ml,Ml,1,,,,,,,,,3.3,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,meander valley,Meander Valley Double Cream ,200ml,Ml,1,,,,,,,,,4.3,TRUE,3.8,FALSE,,
2018-06-08 22:10:16 UTC,natures best,Natures Best Free Range Eggs,12pk 660g,g,12,,,,,,,,,6,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,woolworths,Woolworths Free Range Eggs,3,104g (2 eggs),6,,559kJ,12.2g,9.9g,3.3g,1.3g,0.3g,136mg,3.4,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,mainland,Mainland Pure Butter Unsalted,250g,g,1,,,,,,,,,5,TRUE,4,FALSE,,
2018-06-08 22:10:16 UTC,bulla,Bulla Premium Sour Cream,4,50mL,1,,1378kJ,2.1g,35.0g,23.0g,2.8g,2.8g,26mg,2,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,pace farm,Pace Farm Free Range Natural Living Large,3,96g (2 Eggs),6,,559kJ,12.2g,9.9g,3.3g,1.3g,0.3g,136mg,3.8,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,mainland,Mainland Organic Spreadable Butter,50,5g,1,,3030kJ,<1g,81.6g,36.9,<1g,<1g,705mg,5.95,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,pauls,Pauls Double Thick French Vanilla Custard,9,100g,1,,502kJ,3.2g,4.0g,2.6g,17.5g,14.5g,72mg,4.9,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,pauls,Pauls Vanilla Custard,6,100g,1,,434kJ,3.2g,2.5g,1.7g,16.7g,14.9g,64mg,2.95,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,eco,Eco Free Range Eggs,5,100g (2 eggs),10,,559kJ,12.2g,12.5g,3.4g,1.3g,0.3g,136mg,6.95,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,manning valley,Manning Valley Free Range Eggs,6,90g (2 eggs),12,,559kJ,12.2g,9.9g,3.3g,1.3g,0.3g,136mg,6,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,kerrygold,Kerrygold Unsalted Spreadable Unsalted,250g,g,1,,,,,,,,,6,FALSE,,FALSE,,
2018-06-08 22:10:16 UTC,yoplait,Yoplait Yoghurt Vanilla,,175g,6,,659kJ,8.1g,,2.1g,23.5g,22.6g,88mg,5,FALSE,,FALSE,,
