Date of data Extraction,Brand,Product name,ProductID,Category,Pack size,Serving size,Servings per pack,Product code,Energy per 100g (or 100ml),Protein per 100g (or 100ml),Total fat per 100g (or 100ml),Saturated fat per 100g (or 100ml),Carbohydrate per 100g (or 100ml),Sugars per 100g (or 100ml),Sodium per 100g (or 100ml),Original Price,Price Promoted,Price Promoted Price,Multi Buy Special,Multi Buy Special Details,Multi Buy Price,UID
2018-11-13 05:27:10 UTC,bellamy's organic,Bellamy's Organic Follow-on Formula Stage 2 From 6 Months,250241,Baby,900g,,,,Average per100g Powder: 2070kJ,"Average per100g Powder: 17.5g, Average per 100kJ: 0.8g","Average per100g Powder: 23.6g, Average per 100kJ: 1.1g",,"Average per100g Powder: 52.8g, Average per 100kJ: 2.6g",,"Average per100g Powder: 190mg, Average per 100kJ: 9mg",28,FALSE,28,FALSE,,,1542047230.0-W-1
2018-11-13 05:27:10 UTC,s26,S26 Original Alula Progress 6 - 12 Months,654818,Baby,900g,g,,,,,,,,,,19.25,TRUE,17,FALSE,,,1542047230.0-W-2
2018-11-13 05:27:10 UTC,karicare plus+,Karicare Plus+ Follow-on Formula Stage 2 6-12 Months,743732,Baby,900g,g,,,,,,,,,,20,FALSE,20,FALSE,,,1542047230.0-W-3
2018-11-13 05:27:10 UTC,s26,S26 Gold Alula Junior 2 Years +,654784,Baby,900g,g,,,,,,,,,,20,TRUE,16,FALSE,,,1542047230.0-W-4
2018-11-13 05:27:10 UTC,s26,S26 Gold Alula Progress 6- 12 Months,654783,Baby,900g,g,,,,,,,,,,23,FALSE,23,FALSE,,,1542047230.0-W-5
2018-11-13 05:27:10 UTC,nestle nan comfort,Nestle Nan Comfort Follow-on Formula Stage 2 6-12 Months,765301,Baby,800g,g,,,,,,,,,,19.99,TRUE,17,FALSE,,,1542047230.0-W-6
2018-11-13 05:27:10 UTC,nestle,Nestle Nan Supreme Stage 2 (6-12 Months),414748,Baby,800g,g,,,,,,,,,,29.99,FALSE,29.99,FALSE,,,1542047230.0-W-7
2018-11-13 05:27:10 UTC,nestle nan,Nestle Nan Optipro Gold Formula Stage 2 6-12 Months,379610,Baby,800g,g,,,,,,,,,,22.5,FALSE,22.5,FALSE,,,1542047230.0-W-8
2018-11-13 05:27:10 UTC,nestle,Nestle Nan Organic Stage 2 ,805905,Baby,800g,g,,,,,,,,,,35,FALSE,35,FALSE,,,1542047230.0-W-9
2018-11-13 05:27:10 UTC,aptamil,Aptamil Gold+ Follow-on Formula Multipack Sachet,680881,Baby,4pkx30.8g,g,,,,,,,,,,6,FALSE,6,FALSE,,,1542047230.0-W-10
2018-11-13 05:27:10 UTC,karicare plus+,Karicare Plus+ Toddler Formula Stage 4 From 2 Years,743762,Baby,900g,Approximately230mL (1 Serve),25,,272kJ,2.2g,1.9g,1.3g,9.4g,5.0g,"25mg, 1.1mmol",19,TRUE,16,FALSE,,,1542047230.0-W-11
2018-11-13 05:27:10 UTC,karicare plus+,Karicare Plus+ Toddler Formula Stage 3 12 Months+,743687,Baby,900g,Approximately230mL (1 serve),24,,289kJ,2.4g,2.2g,1.5g,9.5g,5.2g,26mg 1.1mmol,17.95,TRUE,16,FALSE,,,1542047230.0-W-12
2018-11-13 05:27:10 UTC,s26,S26 Gold Alula Toddler 1 Year +,654791,Baby,900g,g,,,,,,,,,,20,TRUE,16,FALSE,,,1542047230.0-W-13
2018-11-13 05:27:10 UTC,bellamy's organic,Bellamy's Organic Toddler Baby Formula Stage 3,250239,Baby,900g,227mL (Prepared as 4 scoops powder + 200mL water),26,,281kJ,2.7g,2.6g,0.9g,8.5g,6.6g,30mg,0,FALSE,0,FALSE,,,1542047230.0-W-14
2018-11-13 05:27:10 UTC,nestle,Nestle Nan Supreme Stage 3 (12 Months+),414760,Baby,800g,32g in 210mL water  (make 230mL),25,,282kJ,1.3g,2.9g,0.8g,9.0g,4.0g,20.9mg,21.99,FALSE,21.99,FALSE,,,1542047230.0-W-15
2018-11-13 05:27:10 UTC,nestle nan comfort,Nestle Nan Comfort Toddler Formula Stage 3 2 Years+,414762,Baby,800g,32g,25,,282kJ,1.3g,2.9g,0.8g,,8.8g,16.7mg,17,TRUE,14,FALSE,,,1542047230.0-W-16
2018-11-13 05:27:10 UTC,nestle nan,Nestle Nan Optipro Gold Formula Stage 3 12 Months+,729811,Baby,800g,g,,,,,,,,,,17,FALSE,17,FALSE,,,1542047230.0-W-17
2018-11-13 05:27:10 UTC,nestle,Nestle Nan Supreme Stage 4,575615,Baby,800g,g,,,,,,,,,,22,FALSE,22,FALSE,,,1542047230.0-W-18
2018-11-13 05:27:10 UTC,nestle,Nestle Nan Organic Stage 3 ,805911,Baby,800g,g,,,,,,,,,,31,FALSE,31,FALSE,,,1542047230.0-W-19
2018-11-13 05:27:10 UTC,aptamil,Aptamil Gold+ Toddler Milk Drink Multipack Sachet,680872,Baby,4pkx38.8g,g,,,,,,,,,,6,FALSE,6,FALSE,,,1542047230.0-W-20
2018-11-13 05:27:10 UTC,little bellies,Little Bellies Softcorn Berry & Apple 12+ Months,627742,Baby,8g,g,,,,,,,,,,2,TRUE,1.7,FALSE,,,1542047230.0-W-21
2018-11-13 05:27:10 UTC,little bellies,Little Bellies Banana Soft Corn ,627754,Baby,8g,g,,,,,,,,,,2,TRUE,1.7,FALSE,,,1542047230.0-W-22
2018-11-13 05:27:10 UTC,rafferty's garden ,Rafferty's Garden Snack Apple Fruit Bars,335208,Baby,8 pack,16g,8,,1460kJ,4.7g,6.1g,2.5g,64.0g,35.5g,207mg,3.99,TRUE,3.5,FALSE,,,1542047230.0-W-23
2018-11-13 05:27:10 UTC,rafferty's garden snack,Rafferty's Garden Snack Snack Blueberry Banana Apple,789941,Baby,8 pack,16g (1 Bar),8,,1460kJ,4.7g,6.1g,2.5g,64.0g,35.5g,209mg,3.99,TRUE,3.5,FALSE,,,1542047230.0-W-24
2018-11-13 05:27:10 UTC,rafferty's garden,Rafferty's Garden Snack Banana Fruit Bars,335206,Baby,8 pack,16g (1 Bar),8,,1490kJ,5.1g,5.5g,3.3g,66.9g,37.2g,220mg,3.99,TRUE,3.5,FALSE,,,1542047230.0-W-25
2018-11-13 05:27:10 UTC,only organic,Only Organic Snack Mini Yoghurt Rice Cakes,333233,Baby,60g,12g,5,,2084kJ,6.2g,22.9g,13.8g,65.6g,29.7g,40mg,4.55,FALSE,4.55,FALSE,,,1542047230.0-W-26
2018-11-13 05:27:10 UTC,only organic food rice cakes,Only Organic Food Rice Cakes Snack Strawberry Yoghurt,710451,Baby,60g,12g (3 Rice Cakes),5,,2109kJ,6.2g,23.4g,14.1g,64.6g,28.6g,40mg,4.55,FALSE,4.55,FALSE,,,1542047230.0-W-27
2018-11-13 05:27:10 UTC,heinz little kids,Heinz Little Kids Wholegrain Cereal Bars Apple & Blueberry,323694,Baby,6 pack,15g,6,,1460kJ,6.1g,6.3g,3.7g,63.6g,41.1g,85mg,3.6,FALSE,3.6,FALSE,,,1542047230.0-W-28
2018-11-13 05:27:10 UTC,heinz little kids,Heinz Little Kids Yoghurt Muesli Fingers Fruit Salad,227154,Baby,6 pack,15g,6,,1520kJ,7.7g,5.7g,2.3g,66.3g,42.4g,45mg,3.5,FALSE,3.5,FALSE,,,1542047230.0-W-29
2018-11-13 05:27:10 UTC,nestle cerelac,Nestle Cerelac Nutripuff Banana & Strawberry ,764647,Baby,50g,g,,,,,,,,,,4.5,FALSE,4.5,FALSE,,,1542047230.0-W-30
2018-11-13 05:27:10 UTC,nestle cerelac,Nestle Cerelac Nutripuff Tomato & Onion ,764646,Baby,50g,g,,,,,,,,,,4.5,FALSE,4.5,FALSE,,,1542047230.0-W-31
2018-11-13 05:27:10 UTC,little quacker,Little Quacker 1-3 Years Rice Biscuit Strawberry,756670,Baby,40g,5.0g (2 Biscuits),8,,1663kJ,5.8g,<1g,<1g,91.9g,19.1g,319mg,3,TRUE,2.5,FALSE,,,1542047230.0-W-32
2018-11-13 05:42:12 UTC,only organic food rice cakes,Only Organic Food Rice Cakes Snack Mini Blueberry & Purple Carrot,765018,Baby,40g,7.7g (5 Rice Cakes),5,,1621kJ,7.1g,2.7g,,81.0g,15.1g,3mg,4,FALSE,4,FALSE,,,1542048132.0-W-33
2018-11-13 05:42:12 UTC,little quacker ,Little Quacker Coconut Rice Rolls,682737,Baby,40g,g,,,,,,,,,,2.5,FALSE,2.5,FALSE,,,1542048132.0-W-34
2018-11-13 05:42:12 UTC,baby mum mum,Baby Mum Mum Snack Vegetable Rice Rusk,323375,Baby,36g,4.2g (2 rusks),9,,1685kJ,<1g,<1g,<1g,93.9g,10.3g,<5mg,3,TRUE,2.5,FALSE,,,1542048132.0-W-35
2018-11-13 05:42:12 UTC,rafferty's garden,Rafferty's Garden Strawberry Yoghurt Buttons ,720545,Baby,28g,7g,4,,1683kJ,15.8g,4.9g,3.0g,72.7g,62.3g,213mg,4,FALSE,4,FALSE,,,1542048132.0-W-36
2018-11-13 05:42:12 UTC,rafferty's garden,Rafferty's Garden Fruit Bits 12 Months+ Apple Banana & Pear,499455,Baby,20g,10g,2,,1400kJ,3.4g,0.6g,0.0g,72.0g,67.9g,7mg,3.4,FALSE,3.4,FALSE,,,1542048132.0-W-37
2018-11-13 05:42:12 UTC,little quacker,Little Quacker Organic Brown Sprouted Rice Puffs Mixed Vegtable,682722,Baby,20g,g,,,,,,,,,,2.5,FALSE,2.5,FALSE,,,1542048132.0-W-38
2018-11-13 05:42:12 UTC,little quacker,Little Quacker Rice Puffs Banana ,682735,Baby,20g,g,,,,,,,,,,2.5,FALSE,2.5,FALSE,,,1542048132.0-W-39
2018-11-13 05:42:12 UTC,bellamy's organic,Bellamy's Organic Apple Snacks Apple,331707,Baby,20g,10g,2,,1494kJ,1.7g,0.5g,<1.0g,79.4g,75g,13mg,3.5,TRUE,3,FALSE,,,1542048132.0-W-40
2018-11-13 05:42:12 UTC,baby bellies,Baby Bellies Carrot Rusks ,766281,Baby,20g,g,,,,,,,,,,2,TRUE,1.7,FALSE,,,1542048132.0-W-41
2018-11-13 05:42:12 UTC,baby mum mum,Baby Mum Mum Organic Rice Rusk Sweet Potato & Carrot,634313,Baby,18pk 36g,g,,,,,,,,,,3,TRUE,2.5,FALSE,,,1542048132.0-W-42
2018-11-13 05:42:12 UTC,baby mum mum,Baby Mum Mum Snack Banana Rice Rusk,379237,Baby,18 pack,4.2g (2 rusks),9,,1668kJ,5.2g,<1g,<1g,92.8g,12.0g,273mg,3,TRUE,2.5,FALSE,,,1542048132.0-W-43
2018-11-13 05:42:12 UTC,organix,Organix Goodies 12 Months+ Carrot Stix,498296,Baby,15g bag,15(1 Bag),1,,439kJ,7.4g,14.8g,1.9g,67.1g,7.6g,60mg,2,TRUE,1.5,FALSE,,,1542048132.0-W-44
2018-11-13 05:42:12 UTC,organix,Organix Goodies 12 Months+ Cheese & Herb Puffs,498300,Baby,15g bag,15g (1 bag),1,,1959kJ,11.1g,17.0g,3.6g,62.0g,3.8g,80mg,2,TRUE,1.5,FALSE,,,1542048132.0-W-45
2018-11-13 05:42:12 UTC,organix,Organix Goodies 12 Months+ Saucy Tomato Noughts & Crosses,498306,Baby,15g bag,15g(1bag),1,,1870kJ,8.0g,15.0g,2.1g,63.9g,6.1g,10mg,2,TRUE,1.5,FALSE,,,1542048132.0-W-46
2018-11-13 05:42:12 UTC,little bellies,Little Bellies Round-a-bouts Super Sweet Corn,839243,Baby,12g,12g,1,,1800kJ,6.7g,16.3g,1.6g,62.2g,0.6g,2mg,2,TRUE,1.7,FALSE,,,1542048132.0-W-47
2018-11-13 05:42:12 UTC,little bellies,Little Bellies Baby Puffs Yummy Carrot,790107,Baby,12g,12g,1,,1890kJ,7.1g,14g,1.4g,71.7g,2.8g,17mg,2,TRUE,1.7,FALSE,,,1542048132.0-W-48
2018-11-13 05:42:12 UTC,little bellies,Little Bellies Baby Puffs Bursting Blueberry,790094,Baby,12g,12g,1,,1780kJ,5.7g,10g,1.1g,76.5g,2.5g,2mg,2,TRUE,1.7,FALSE,,,1542048132.0-W-49
2018-11-13 05:42:12 UTC,little bellies,Little Bellies Baby Puffs Baked Apple & Cinnamon,414360,Baby,12g,12g,1,,1800kJ,7g,11g,1.1g,72.7g,4.8g,3mg,2,TRUE,1.7,FALSE,,,1542048132.0-W-50
2018-11-13 05:42:12 UTC,baby bellies,Baby Bellies Carrot & Apple Nibblers ,766405,Baby,12g,g,,,,,,,,,,2,TRUE,1.7,FALSE,,,1542048132.0-W-51
2018-11-13 05:42:12 UTC,little bellies,Little Bellies Organic Fiddlesticks Tomato,746451,Baby,12g,g,,,,,,,,,,2,TRUE,1.7,FALSE,,,1542048132.0-W-52
2018-11-13 05:42:12 UTC,little bellies,Little Bellies Fiddlesticks Cheese & Herb ,682784,Baby,12g,g,,,,,,,,,,2,TRUE,1.7,FALSE,,,1542048132.0-W-53
2018-11-13 05:42:12 UTC,a2 platinum,A2 Platinum Infant Formula Stage 1 0-6 Months,839241,Baby,900g,g,,,,,,,,,,0,FALSE,0,FALSE,,,1542048132.0-W-54
2018-11-13 05:42:12 UTC,bellamy's organic,Bellamy's Organic Infant Baby Formula Stage 1 From Birth To 12mo,250240,Baby,900g,g,,,,,,,,,,28,FALSE,28,FALSE,,,1542048132.0-W-55
2018-11-13 05:42:12 UTC,sma,Sma Infacare Newborn 0 - 12 Months,654789,Baby,900g,g,,,,,,,,,,15,TRUE,13,FALSE,,,1542048132.0-W-56
2018-11-13 05:42:12 UTC,aptamil ar gold,Aptamil Ar Gold Baby Formula 0-12 Months,721227,Baby,900g,100mL,,,294kJ,1.9g,3.4g,,8.0g,,28mg,27,FALSE,27,FALSE,,,1542048132.0-W-57
2018-11-13 05:42:12 UTC,s26,S26 Gold Alula Li,654788,Baby,900g,g,,,,,,,,,,25,FALSE,25,FALSE,,,1542048132.0-W-58
2018-11-13 05:42:12 UTC,karicare plus+,Karicare Plus+ Infant Formula Stage 1 From Birth,743610,Baby,900g,100mL as Prepared Feed,,,Per100mL: 268kJ,Per100mL: 1.4g,Per100mL: 3.3g,,Per100mL: 7.1g,,Per100mL: 20mg,20,FALSE,20,FALSE,,,1542048132.0-W-59
2018-11-13 05:42:12 UTC,s26,S26 Original Alula Newborn 0 - 6 Months,654785,Baby,900g,g,,,,,,,,,,19.25,TRUE,17,FALSE,,,1542048132.0-W-60
2018-11-13 05:42:12 UTC,aptamil gold+,Aptamil Gold+ De-lact Lactose Free Formula 0-12mnths,757965,Baby,900g,g,,,,,,,,,,21,FALSE,21,FALSE,,,1542048132.0-W-61
2018-11-13 05:42:12 UTC,s26,S26 Gold Alula Anti Reflux 0-12months,655077,Baby,900g,g,,,,,,,,,,25,FALSE,25,FALSE,,,1542048132.0-W-62
2018-11-13 05:42:12 UTC,s26,S26 Gold Alula Newborn 0 -6 Months,654782,Baby,900g,g,,,,,,,,,,23,FALSE,23,FALSE,,,1542048132.0-W-63
2018-11-13 05:42:12 UTC,aptamil gold+ ha,Aptamil Gold+ Ha Baby Formula Stage 1 From Birth 0-12 Months,743688,Baby,900g,g,,,,,,,,,,27,FALSE,27,FALSE,,,1542048132.0-W-64
2018-11-13 05:42:12 UTC,karicare+,Karicare+ Soy Milk Baby Formula All Ages,87983,Baby,900g,g,,,,,,,,,,20,FALSE,20,FALSE,,,1542048132.0-W-65
2018-11-13 05:42:12 UTC,s26,S26 Gold Alula Delicateeze 0 - 12 Months,654787,Baby,850g,g,,,,,,,,,,26,FALSE,26,FALSE,,,1542048132.0-W-66
2018-11-13 05:42:12 UTC,nestle,Nestle Nan Supreme Stage 1 (0-6 Months),414745,Baby,800g,g,,,,,,,,,,29.99,FALSE,29.99,FALSE,,,1542048132.0-W-67
2018-11-13 05:42:12 UTC,nestle nan comfort ,Nestle Nan Comfort Infant Formula Stage 1 0-6 Months,765118,Baby,800g,g,,,,,,,,,,19.99,TRUE,17,FALSE,,,1542048132.0-W-68
2018-11-13 05:42:12 UTC,nestle nan ,Nestle Nan Optipro Gold Formula Stage 1 0-6 Months,379609,Baby,800g,g,,,,,,,,,,22.5,FALSE,22.5,FALSE,,,1542048132.0-W-69
2018-11-13 05:42:12 UTC,nestle,Nestle Nan Organic Stage 1 ,805903,Baby,800g,g,,,,,,,,,,35,FALSE,35,FALSE,,,1542048132.0-W-70
2018-11-13 05:42:12 UTC,aptamil,Aptamil Gold+ Infant Formula Multipack Sachet,680871,Baby,5pkx21.9g,g,,,,,,,,,,6,FALSE,6,FALSE,,,1542048132.0-W-71
2018-11-13 05:42:12 UTC,heinz,Heinz Apple & Oatmeal Baby Food Jar 6+ Months,708698,Baby,170g,g,,,,,,,,,,0,FALSE,0,FALSE,,,1542048132.0-W-72
2018-11-13 05:42:12 UTC,heinz,Heinz Lamb Pumpkin & Sweet Potato Baby Food Jar 6+ Months,830513,Baby,170g,g,,,,,,,,,,1.5,FALSE,1.5,FALSE,,,1542048132.0-W-73
2018-11-13 05:42:12 UTC,heinz food,Heinz Food 8 Months Chicken & Vegetable Risotto,708659,Baby,170g,170g,1,,295kJ,3.3g,2.2g,,8.8g,2.3g,28mg,0,FALSE,0,FALSE,,,1542048132.0-W-74
2018-11-13 05:42:12 UTC,heinz food,Heinz Food 8 Months+ Beef & Vegetable Casserole,720985,Baby,170g,170g,1,,270kJ,3.1g,1.3g,,9.6g,2.6g,21mg,1.5,FALSE,1.5,FALSE,,,1542048132.0-W-75
2018-11-13 05:42:12 UTC,heinz food,Heinz Food 8 Months Alphabet Pasta Tomato & Beef,708842,Baby,170g,170g,1,,280kJ,3.4g,1.2g,,9.9g,1.7g,19mg,1.5,FALSE,1.5,FALSE,,,1542048132.0-W-76
2018-11-13 05:42:12 UTC,heinz,"Heinz 8 Months+ Chicken, Vegetables & Quinoa",923910,Baby,170g,170g,1,,305kJ,3.7g,2.3g,,8.4g,3.9g,15mg,1.5,FALSE,1.5,FALSE,,,1542048132.0-W-77
2018-11-13 05:42:12 UTC,heinz food,Heinz Food 8 Months Creamy Pasta Tuna Mornay,708828,Baby,170g,170g,1,,240kJ,3.5g,0.9g,,8.4g,1.9g,46mg,1.5,FALSE,1.5,FALSE,,,1542048132.0-W-78
2018-11-13 05:42:12 UTC,only organic,Only Organic Pasta Bolognese,660268,Baby,170g,g,,,,,,,,,,2.9,TRUE,2.5,FALSE,,,1542048132.0-W-79
2018-11-13 05:42:12 UTC,only organic,Only Organic Pumpkin Potato & Beef 8+ Months,659823,Baby,170g,g,,,,,,,,,,2.9,TRUE,2.5,FALSE,,,1542048132.0-W-80
2018-11-13 05:42:12 UTC,only organic,Only Organic Kumara Crt & Coco Rice ,660273,Baby,170g,170,1,,265kJ,1.4,1,0.9,7.8g,1.9g,14mg,2.9,TRUE,2.5,FALSE,,,1542048132.0-W-81
2018-11-13 05:42:12 UTC,heinz little kids,Heinz Little Kids 1-3 Years Banana Oats With Cinnamon,790503,Baby,150g,150g,1,,300kJ,2.1g,1.8g,0.9g,11.0g,5.2g,17mg,2.3,TRUE,1.5,FALSE,,,1542048132.0-W-82
2018-11-13 07:57:26 UTC,heinz little kids,Heinz Little Kids 1-3 Years Banana Mango Muesli & Yoghurt,790489,Baby,150g,150g,1,,245kJ,1.0g,1.1g,0.4g,10.3g,5.5g,7mg,2.3,TRUE,1.5,FALSE,,,1542056246.0-W-83
2018-11-13 07:57:27 UTC,farex baby food,Farex Baby Food 9 Months Muesli With Apple,362496,Baby,150g,Approx.78g,8,,540kJ,4.3g,3.6g,,18.8g,5.5g,50mg,3,FALSE,3,FALSE,,,1542056247.0-W-84
2018-11-13 07:57:27 UTC,rafferty's garden,Rafferty's Garden Fruit Snack Bar 12 Months+ Apple & Raspberry,498472,Baby,128g,16g (1 Bar),8,,1430kJ,4.6g,6.1g,2.4g,59.4g,30.7g,207mg,3.99,TRUE,3.5,FALSE,,,1542056247.0-W-85
2018-11-13 07:57:27 UTC,farex baby food,Farex Baby Food 4 Months+ Rice Cereal,56893,Baby,125g,45g,25,,170kJ,0.8g,0.4g,,8.5g,0g,2mg,2,FALSE,2,FALSE,,,1542056247.0-W-86
2018-11-13 07:57:27 UTC,nestle cerelac food,Nestle Cerelac Food 4 Months Rice With Probiotics,379228,Baby,200g,g,,,,,,,,,,4.7,FALSE,4.7,FALSE,,,1542056247.0-W-87
2018-11-13 07:57:27 UTC,macro,Macro Organic 6 Months+ Pumpkin Sweetcorn Potato & Carrot,713592,Baby,120g,120g,1,,213kJ,1.3g,0.7g,0.2g,9.1g,4.1g,6mg,1.89,TRUE,1.5,FALSE,,,1542056247.0-W-88
2018-11-13 07:57:27 UTC,baby macro organic,Baby Macro Organic 6 Months+ Apple & Blueberry,713590,Baby,120g,120g,1,,252kJ,0.4g,0.1g,<0.1g,13.4g,12.4g,1mg,1.89,TRUE,1.5,FALSE,,,1542056247.0-W-89
2018-11-13 07:57:27 UTC,baby macro organic,Baby Macro Organic 6 Months+ Apple & Pear,713568,Baby,120g,120g,1,,263kJ,0.3g,<0.1g,<0.1g,14.3g,11.7g,2mg,1.89,TRUE,1.5,FALSE,,,1542056247.0-W-90
2018-11-13 07:57:27 UTC,only organic,Only Organic 4 Months+ Banana & Apple,322268,Baby,120g,120g,1,,328kJ,0.6g,0.4g,0.1g,17.8g,17.0g,5mg,2,FALSE,2,FALSE,,,1542056247.0-W-91
2018-11-13 07:57:27 UTC,heinz simply food,Heinz Simply Food 4 Months Pear Banana & Apple,362709,Baby,120g,120g,1,,285kJ,0.5g,0.2g,,16.0g,13.0g,3mg,1.5,FALSE,1.5,FALSE,,,1542056247.0-W-92
2018-11-13 07:57:27 UTC,only organic,Only Organic 4 Months+ Apple Peach & Apricot,322266,Baby,120g,120g,1,,214kJ,0.3g,0.2g,0.0g,12.6g,12.2g,3mg,2,FALSE,2,FALSE,,,1542056247.0-W-93
2018-11-13 07:57:27 UTC,farex on the go ,Farex On The Go 4 Months+ Pear & Apricot Rice,763954,Baby,120g,120g,1,,240kJ,0.7g,0.1g,,12.3g,7.2g,3mg,1.5,FALSE,1.5,FALSE,,,1542056247.0-W-94
2018-11-13 07:57:27 UTC,heinz simply food,Heinz Simply Food 4 Months Apple Peach & Mango,362687,Baby,120g,120g,1,,290kJ,0.5g,0.2g,,15.2g,13.0g,3mg,1.5,FALSE,1.5,FALSE,,,1542056247.0-W-95
2018-11-13 07:57:27 UTC,rafferty's garden food,"Rafferty's Garden Food 4 Months+ Banana, Pear & Mango",291278,Baby,120g,120g,1,,267kJ,0.5g,0.5g,0.3g,14.9g,14.1g,2mg,2,TRUE,1.65,FALSE,,,1542056247.0-W-96
2018-11-13 07:57:27 UTC,rafferty's garden just veggies,"Rafferty's Garden Just Veggies 4 Months+ Carrot, Potato, Swede",756784,Baby,120g,120g,1,,137kJ,1.1g,<0.1g,0.0g,6.0g,3.0g,20mg,2,TRUE,1.65,FALSE,,,1542056247.0-W-97
2018-11-13 07:57:27 UTC,rafferty's garden just veggies,"Rafferty's Garden Just Veggies Spinach, Corn, Sweet Potato, Carrot",756802,Baby,120g,120g,1,,206kJ,1.5g,0.2g,<0.1g,9.0g,3.6g,16mg,2,TRUE,1.65,FALSE,,,1542056247.0-W-98
2018-11-13 07:57:27 UTC,rafferty's garden food,"Rafferty's Garden Food 4 Months+ Spinach, Apple, Broccoli & Pea",291193,Baby,120g,120g,1,,194kJ,1.4g,0.2g,<0.1g,9.3g,8.2g,4mg,2,TRUE,1.65,FALSE,,,1542056247.0-W-99
2018-11-13 07:57:27 UTC,rafferty's garden food,"Rafferty's Garden Food 4 Months+ Sweet Potato, Carrot & Apple",291187,Baby,120g,120g,1,,235kJ,0.6g,0.1g,<0.1g,13.6g,8.1g,15mg,2,TRUE,1.65,FALSE,,,1542056247.0-W-100
2018-11-13 07:57:27 UTC,rafferty's garden just veggies,"Rafferty's Garden Just Veggies Parsnip, Carrot, Butternut, Squash",756811,Baby,120g,120g,1,,128kJ,1.3g,0.3g,0.0g,4.6g,3.5g,20mg,2,TRUE,1.65,FALSE,,,1542056247.0-W-101
2018-11-13 07:57:27 UTC,rafferty's garden food,Rafferty's Garden Food 4 Months+ Pear & Apricot,334528,Baby,120g,120g,1,,241kJ,0.3g,0.3g,<0.1g,13.1g,11.9g,3mg,2,TRUE,1.65,FALSE,,,1542056247.0-W-102
2018-11-13 07:57:27 UTC,rafferty's garden food,"Rafferty's Garden Food 4 Months+ Apple, Banana & Peach",709557,Baby,120g,120g,1,,286kJ,1.9g,1.6g,0.6g,12.6g,5.6g,2mg,2,TRUE,1.65,FALSE,,,1542056247.0-W-103
2018-11-13 07:57:27 UTC,rafferty's garden food,"Rafferty's Garden Food 4 Months+ Apple, Pear & Cinnamon",291279,Baby,120g,120g,1,,197kJ,0.1g,0.1g,<0.1g,11.5g,11.0g,3mg,2,TRUE,1.65,FALSE,,,1542056247.0-W-104
2018-11-13 07:57:27 UTC,rafferty's garden food,"Rafferty's Garden Food 4 Months+ Pumpkin, Apple & Sweetcorn",291188,Baby,120g,120g,1,,236kJ,1.0g,0.5g,<0.1g,11.8g,6.9g,3mg,2,TRUE,1.65,FALSE,,,1542056247.0-W-105
2018-11-13 07:57:27 UTC,rafferty's garden food,Rafferty's Garden Food 4 Months+ Pear & Superberries,709604,Baby,120g,120g,1,,202kJ,0.2g,0.3g,<0.1g,10.9g,10.3g,4mg,2,TRUE,1.65,FALSE,,,1542056247.0-W-106
2018-11-13 07:57:27 UTC,rafferty's garden food,"Rafferty's Garden Food 4 Months+ Blueberries, Banana & Apple",291277,Baby,120g,120g,1,,232kJ,0.4g,0.3g,0.3g,15.4g,12.7g,2mg,2,TRUE,1.65,FALSE,,,1542056247.0-W-107
2018-11-13 07:57:27 UTC,rafferty's garden,Rafferty's Garden My First Pear 4+months,633988,Baby,120g,g,,,,,,,,,,2,TRUE,1.65,FALSE,,,1542056247.0-W-108
2018-11-13 07:57:27 UTC,rafferty's garden,Rafferty's Garden My First Peach 4+months,633989,Baby,120g,g,,,,,,,,,,2,TRUE,1.65,FALSE,,,1542056247.0-W-109
2018-11-13 07:57:27 UTC,rafferty's garden,Rafferty's Garden My First Apple 4+months,633987,Baby,120g,g,,,,,,,,,,2,TRUE,1.65,FALSE,,,1542056247.0-W-110
2018-11-13 07:57:27 UTC,heinz,Heinz Pouch Pumpkin Sweetcorn Chicken & Rice,407079,Baby,120g,120g,1,,310kJ,3.5g,2.2g,,9.1g,3.7g,12mg,1.5,FALSE,1.5,FALSE,,,1542056247.0-W-111
2018-11-13 07:57:27 UTC,heinz strained food,Heinz Strained Food 4 Months Apple & Mango 100% Fruit,107192,Baby,110g,110g,1,,260kJ,0.6g,0.1g,,13.5g,12.4g,11mg,1.35,TRUE,1,FALSE,,,1542056247.0-W-112
2018-11-13 07:57:27 UTC,heinz pureed food,Heinz Pureed Food 4 Months Fruity Apple,36531,Baby,110g,110g,1,,255kJ,0.6g,0.1g,,13.3g,12.2g,15mg,1.35,TRUE,1,FALSE,,,1542056247.0-W-113
2018-11-13 07:57:27 UTC,heinz strained food,Heinz Strained Food 4 Months Golden Sweetcorn & Chicken,107185,Baby,110g,110g,1,,235kJ,2.5g,1.9g,,6.6g,1.9g,20mg,1.35,TRUE,1,FALSE,,,1542056247.0-W-114
2018-11-13 07:57:27 UTC,heinz strained food,Heinz Strained Food 4 Months 100% Pear & Banana,88702,Baby,110g,110g,1,,295kJ,0.7g,0.1g,,15.1g,12.4g,7mg,1.35,TRUE,0,FALSE,,,1542056247.0-W-115
2018-11-13 07:57:27 UTC,heinz strained food,Heinz Strained Food 4 Months Pumpkin Potato & Beef,36533,Baby,110g,110g,1,,240kJU,3.2g,1.9g,,6.4g,2.9g,11mg,1.35,TRUE,1,FALSE,,,1542056247.0-W-116
