Date of data Extraction,Brand,Product name,ProductID,Category,Pack size,Serving size,Servings per pack,Product code,Energy per 100g (or 100ml),Protein per 100g (or 100ml),Total fat per 100g (or 100ml),Saturated fat per 100g (or 100ml),Carbohydrate per 100g (or 100ml),Sugars per 100g (or 100ml),Sodium per 100g (or 100ml),Original Price,Price Promoted,Price Promoted Price,Multi Buy Special,Multi Buy Special Details,Multi Buy Price,UID
2018-08-15 06:09:37 UTC,absolut raspberri,Absolut Raspberri Vodka ,906081,Liquor,700ml,Ml,,,,,,,,,,49,FALSE,49,FALSE,,,1534277377.0-W-76
2018-08-15 06:09:37 UTC,absolut vanilia,Absolut Vanilia Vodka ,903508,Liquor,700ml,Ml,,,,,,,,,,49,FALSE,49,FALSE,,,1534277377.0-W-77
2018-08-15 08:09:45 UTC,absolutely wrapped,Absolutely Wrapped Meat-lovers Platter,656725,"Meat, Seafood & Deli",each,each,,,,,,,,,,35,FALSE,35,FALSE,,,1534284585.0-W-78
2018-08-15 08:09:45 UTC,absolutely wrapped,Absolutely Wrapped Vegetarian Platter,656723,"Meat, Seafood & Deli",each,each,,,,,,,,,,35,FALSE,35,FALSE,,,1534284585.0-W-79
2018-08-15 07:09:45 UTC,abundant earth,Abundant Earth Sauce Tamari Low Salt,46723,Pantry,250ml,10mL,25,,327kJ,10.8g,0.2g,<0.1g,8.0g,<0.1g,4100mg,6.99,FALSE,6.99,FALSE,,,1534280985.0-W-80
2018-08-15 06:49:43 UTC,acqua panna,Acqua Panna Still Mineral Water ,383846,Drinks,1l bottle,Litre,,,,,,,,,,3,FALSE,3,FALSE,,,1534279783.0-W-81
2018-08-15 06:09:37 UTC,adelaide hills distillery,Adelaide Hills Distillery 78 Degrees Small Batch Gin ,508849,Liquor,700m,m,,,,,,,,,,82,FALSE,82,FALSE,,,1534277377.0-W-82
2018-08-15 09:29:39 UTC,admiral,Admiral Mangoes Sliced In Natural Juice,52280,Pantry,800g,75g (of mango),6.5,,266kJ,0.4g,0.1g,0.0g,14.1g,14.1g,7mg,3.5,FALSE,3.5,FALSE,,,1534289379.0-W-83
2018-08-15 09:09:36 UTC,adriano zumbo,Adriano Zumbo Brownie Mix Chocolate,741442,Pantry,600g,83g,9,,2060kJ,5.5g,23.1g,14.0g,64.5g,49.7g,175mg,6,FALSE,6,FALSE,,,1534288176.0-W-84
2018-08-15 09:09:36 UTC,adriano zumbo,Adriano Zumbo Pink Finger Bun Slice Mix,661635,Pantry,490g,g,,,,,,,,,,6,FALSE,6,FALSE,,,1534288176.0-W-85
2018-08-15 09:09:36 UTC,adriano zumbo ,Adriano Zumbo Pash Me Banana Bread,577118,Pantry,550g,g,,,,,,,,,,6,FALSE,6,FALSE,,,1534288176.0-W-86
2018-08-15 06:09:39 UTC,aeroplane,Aeroplane Ready To Eat Jelly Raspberry,754521,Lunch Box,120g,g,,,,,,,,,,1.45,FALSE,1.45,FALSE,,,1534277379.0-W-87
2018-08-15 07:09:45 UTC,aeroplane,Aeroplane Jelly Original Orange,6081,Pantry,85g,125g,4,,266kJ,1.1g,0.0g,0.0g,14.6g,14.4g,32mg,1.15,FALSE,1.15,FALSE,,,1534280985.0-W-88
2018-08-15 07:09:45 UTC,aeroplane,Aeroplane Jelly Berry Blue,6086,Pantry,85g,125g,4,,244kJ,1.1g,0.0g,0.0g,14.6g,14.5g,32mg,1.15,FALSE,1.15,FALSE,,,1534280985.0-W-89
2018-08-15 07:09:45 UTC,aeroplane,Aeroplane Jelly Original Lemon,310378,Pantry,85g,125g,4,,264kJ,1.1g,0.0g,0.0g,14.5g,14.3g,32mg,1.15,FALSE,1.15,FALSE,,,1534280985.0-W-90
2018-08-15 07:09:45 UTC,aeroplane,Aeroplane Jelly Original Port Wine,6082,Pantry,85g,125g,4,,267kJ,1.1g,0.0g,0.0g,14.6g,14.5g,32mg,1.15,FALSE,1.15,FALSE,,,1534280985.0-W-91
2018-08-15 07:09:45 UTC,aeroplane,Aeroplane Jelly Original Mango,59407,Pantry,85g,125g,4,,266kJ,1.1g,0g,0g,14.6g,14.5g,32mg,1.15,FALSE,1.15,FALSE,,,1534280985.0-W-92
2018-08-15 07:09:45 UTC,aeroplane,Aeroplane Jelly Original Raspberry,6094,Pantry,85g,125g,4,,266kJ,1.1g,0.0g,0.0g,14.6g,14.4g,32mg,1.15,FALSE,1.15,FALSE,,,1534280985.0-W-93
2018-08-15 07:09:45 UTC,aeroplane,Aeroplane Jelly Original Strawberry,6089,Pantry,85g,125g,4,,266kJ,1.1g,0.0g,0.0g,14.6g,14.5g,32mg,1.15,FALSE,1.15,FALSE,,,1534280985.0-W-94
2018-08-15 07:09:45 UTC,aeroplane,Aeroplane Jelly Lite Mango Passionfruit,348802,Pantry,2x9g,125g,8,,24kJ,1.2g,0.0g,0.0g,0.1g,0.0g,24mg,1.9,FALSE,1.9,FALSE,,,1534280985.0-W-95
2018-08-15 07:09:45 UTC,aeroplane,Aeroplane Jelly Lite Vanilla Berry,380903,Pantry,2x9g,125g,8,,24kJ,1.2g,,,0.1g,0.0g,19mg,1.9,FALSE,1.9,FALSE,,,1534280985.0-W-96
2018-08-15 07:09:45 UTC,aeroplane,Aeroplane Jelly Original Lime,6092,Pantry,85g,125g,4,,266kJ,1.1g,0.0g,0.0g,14.6g,14.5g,32mg,1.15,FALSE,1.15,FALSE,,,1534280985.0-W-97
2018-08-15 07:09:45 UTC,aeroplane,Aeroplane Jelly Original Pure Grape,327942,Pantry,85g,125g,4,,277kJ,1.2g,0.0g,0.0g,15.1g,15.1g,33mg,1.15,FALSE,1.15,FALSE,,,1534280985.0-W-98
2018-08-15 07:09:45 UTC,aeroplane,Aeroplane Jelly Lite Strawberry,5665,Pantry,2x9g,125g,8,,25kJ,1.2g,0.0g,,0.1g,0.0g,20mg,1.9,FALSE,1.9,FALSE,,,1534280985.0-W-99
2018-08-15 07:09:45 UTC,aeroplane,Aeroplane Jelly Lite Pineapple,172715,Pantry,2x9g,125g,8,,24kJ,1.2g,0.0g,0.0g,0.1g,0.0g,19mg,1.9,FALSE,1.9,FALSE,,,1534280985.0-W-100
2018-08-15 07:09:45 UTC,aeroplane,Aeroplane Jelly Lite Twin Lemon,754480,Pantry,2x9g,125g,8,,24kJ,1.2g,0.0g,0.0g,0.1g,0.0g,19mg,1.9,FALSE,1.9,FALSE,,,1534280985.0-W-101
2018-08-15 07:09:45 UTC,aeroplane,Aeroplane Jelly Lite Port Wine,105926,Pantry,2x9g,125g,8,,24kJ,1.2g,0.0g,0.0g,0.1g,0.0g,22mg,1.9,FALSE,1.9,FALSE,,,1534280985.0-W-102
2018-08-15 07:09:45 UTC,aeroplane,Aeroplane Jelly Lite Lime,5669,Pantry,2x9g,125g,8,,24kJ,1.2g,0.0g,0.0g,0.1g,0.0g,19mg,1.9,FALSE,1.9,FALSE,,,1534280985.0-W-103
2018-08-15 07:09:45 UTC,aeroplane,Aeroplane Jelly Lite Cranberry & Raspberry,348800,Pantry,2x9g,125g,8,,23kJ,1.2g,0.0g,0.0g,0.1g,0.0g,19mg,1.9,FALSE,1.9,FALSE,,,1534280985.0-W-104
2018-08-15 07:09:45 UTC,aeroplane,Aeroplane Jelly Lite Orange Mango,5678,Pantry,2x9g,125g,8,,23.0kJ,1.2g,0.0g,0.0g,0.1g,0.0g,21.0mg,1.9,FALSE,1.9,FALSE,,,1534280985.0-W-105
2018-08-15 07:09:45 UTC,aeroplane,Aeroplane Jelly Lite Raspberry,36721,Pantry,2x9g,125g,8,,25kJ,1.2g,0.0g,0.0g,0.1g,0.0g,19mg,1.9,FALSE,1.9,FALSE,,,1534280985.0-W-106
2018-08-15 07:09:45 UTC,aeroplane,Aeroplane Jelly Naturals Blackcurrant,754525,Pantry,85g,125g,6,,171kJ,1.1g,0.0g,0.0g,8.9g,8.8g,34mg,1.3,TRUE,1,FALSE,,,1534280985.0-W-107
2018-08-15 07:09:45 UTC,aeroplane,Aeroplane Jelly Reduced Sugar Strawberry,310379,Pantry,85g,125g,6,,174kJ,1.2g,0.0g,0.0g,9.5g,9.4g,30mg,1.3,TRUE,1,FALSE,,,1534280985.0-W-108
2018-08-15 07:09:45 UTC,aeroplane,Aeroplane Jelly Reduced Sugar Lime,350110,Pantry,85g,125g,6,,184kJ,1.2g,0.0g,0.0g,9.6g,9.6g,36mg,1.3,TRUE,1,FALSE,,,1534280985.0-W-109
2018-08-15 07:09:46 UTC,aeroplane,Aeroplane Glitter Jelly Lime ,583781,Pantry,85g,g,,,,,,,,,,1.9,TRUE,1.5,FALSE,,,1534280986.0-W-110
2018-08-15 07:09:46 UTC,aeroplane,Aeroplane Glitter Jelly Berryblue,583779,Pantry,85g,125g,4,,264kJ,<1g,<1g,<1g,15.5g,15.4g,36mg,1.9,TRUE,1.5,FALSE,,,1534280986.0-W-111
2018-08-15 07:09:46 UTC,aeroplane,Aeroplane Jelly Orange Mango,754526,Pantry,85g,125g,6,,174kJ,1.1g,0.0g,0.0g,9.1g,8.9g,34mg,1.3,TRUE,1,FALSE,,,1534280986.0-W-112
2018-08-15 07:09:46 UTC,aeroplane,Aeroplane Jelly Reduced Sugar Raspberry,310375,Pantry,85g,125g,6,,181kJ,1.2g,0.0g,0.0g,9.3g,9.3g,35mg,1.3,TRUE,1,FALSE,,,1534280986.0-W-113
2018-08-15 07:09:46 UTC,aeroplane,Aeroplane Ready To Eat Jelly Orange Jelly,754460,Pantry,120g,g,,,,,,,,,,1.45,FALSE,1.45,FALSE,,,1534280986.0-W-114
2018-08-15 07:09:46 UTC,aeroplane,Aeroplane Ready To Eat Jelly Pineapple,518052,Pantry,120g,120g,1,,340kJ,<0.1g,0.0g,0.0g,19.8g,19.5g,48mg,1.45,FALSE,1.45,FALSE,,,1534280986.0-W-115
2018-08-15 07:09:46 UTC,aeroplane,Aeroplane Ready To Eat Jelly Strawberry,754498,Pantry,120g,120g,1,,340kJ,<0.1g,0.0g,0.0g,19.8g,19.5g,48mg,1.45,FALSE,1.45,FALSE,,,1534280986.0-W-116
2018-08-15 07:09:46 UTC,aeroplane,Aeroplane Ready To Eat Jelly Blackcurrant,518053,Pantry,120g,120g,1,,340kJ,<0.1g,0.0g,0.0g,19.8g,19.5g,48mg,1.45,FALSE,1.45,FALSE,,,1534280986.0-W-117
2018-08-15 09:09:36 UTC,aeroplane,Aeroplane Mug Cake Chocolate,517796,Pantry,65g,65g,1,,1180kJ,4.6g,4.9g,1.5g,53.5g,33.6g,290mg,1.9,TRUE,1.5,FALSE,,,1534288176.0-W-118
2018-08-15 09:09:36 UTC,aeroplane,Aeroplane Mug Cake Caramel,517757,Pantry,65g,65,1,,1180kJ,4.7g,4.8g,1.3g,53.9g,28.8g,236mg,1.9,TRUE,1.5,FALSE,,,1534288176.0-W-119
2018-08-15 09:09:36 UTC,aeroplane,Aeroplane Mug Cake Sticky Date,517797,Pantry,65g,65g,1,,1170kJ,4.6g,4.7g,1.3g,53.7g,29.3g,270mg,1.9,TRUE,1.5,FALSE,,,1534288176.0-W-120
2018-08-15 09:09:36 UTC,aeroplane,Aeroplane Chocolate Mousse Mix,661997,Pantry,65g,16g,4,,1650kJ,2.8g,8.0g,7.6g,76.2g,48.8g,73mg,2.25,FALSE,2.25,FALSE,,,1534288176.0-W-121
2018-08-15 07:29:46 UTC,aeroplane ,Aeroplane Dessert Mix Chocolate,583766,Pantry,100g,g,,,,,,,,,,1.9,TRUE,1.5,FALSE,,,1534282186.0-W-122
2018-08-15 07:29:46 UTC,aeroplane ,Aeroplane Dessert Mix Vanilla,583774,Pantry,100g,g,,,,,,,,,,1.9,TRUE,1.5,FALSE,,,1534282186.0-W-123
2018-08-15 07:29:49 UTC,ainsley harriot,Ainsley Harriot Cous Cous Roasted Vegetable,342678,Pantry,100g,100g,2,,Approx. 573kJ,Approx. 4.8g,Approx. 1.1g,Approx. 0.3g,Approx. 25.7g,Approx. 2.4g,Approx. 240mg,2.2,FALSE,2.2,FALSE,,,1534282189.0-W-124
2018-08-15 07:29:49 UTC,ainsley harriot,Ainsley Harriot Cous Cous Moroccan Medley,342669,Pantry,100g,130g,2,,599kJ,5.1g,1.2g,0.3g,26.4g,3.4g,295mg,2.2,FALSE,2.2,FALSE,,,1534282189.0-W-125
2018-08-15 07:29:49 UTC,ainsley harriot,Ainsley Harriot Cous Cous Wild Mushroom,326178,Pantry,100g,130g,2,,611kJ,5.3g,1.1g,0.4g,27.4g,1.6g,336mg,2.2,FALSE,2.2,FALSE,,,1534282189.0-W-126
2018-08-15 07:29:49 UTC,ainsley harriot,Ainsley Harriot Cous Cous Spice Sensation,479743,Pantry,100g,,,,616kJ,5.5g,1.5g,0.4g,26.5g,2.6g,385mg,2.2,FALSE,2.2,FALSE,,,1534282189.0-W-127
2018-08-15 07:29:49 UTC,ainsley harriot,Ainsley Harriot Cous Cous Tomato & Garlic,450544,Pantry,100g,130g,2,,595kJ,5.5g,0.9g,0.3g,26.9g,3.2g,270mg,2.2,FALSE,2.2,FALSE,,,1534282189.0-W-128
2018-08-15 09:29:39 UTC,ainsley harriot,Ainsley Harriot Snack Pot Indian,680606,Pantry,70g,100g,1,,Approx. 601kJ,Approx. 4.4g,Approx. 1.3g,Approx. 0.5g,Approx. 26.8g,Approx. 2.1g,Approx. 190mg,3,TRUE,1.5,FALSE,,,1534289379.0-W-129
2018-08-15 09:29:39 UTC,ainsley harriot,Ainsley Harriot Snack Pot Moroccan,680608,Pantry,70g,100g,1,,Approx. 631kJ,Approx. 4.4g,Approx. 2.5g,Approx. 0.6g,Approx. 26.2g,Approx. 3.2g,Approx. 185mg,3,TRUE,1.5,FALSE,,,1534289379.0-W-130
2018-08-15 07:29:49 UTC,ainsley harriott,Ainsley Harriott Singapore Spice Rice Spice,599322,Pantry,105g,139g (cooked),100g (cooked),,587kJ,2.6g,2.1g,0.7g,27.1g,1.2g,220mg,2.2,FALSE,2.2,FALSE,,,1534282189.0-W-131
2018-08-15 06:09:38 UTC,akropolis,Akropolis Ouzo ,55030,Liquor,700ml,Ml,,,,,,,,,,44,FALSE,44,FALSE,,,1534277378.0-W-132
2018-08-15 06:29:40 UTC,akta vite,Akta Vite Drinking Chocolate ,35719,Drinks,375g,15g (3tsp),25,,1490kJ,4.4g,1.9g,1.2g,79.3g,62.9g,11mg,5.95,FALSE,5.95,FALSE,,,1534278580.0-W-133
2018-08-15 07:09:44 UTC,al kanater,Al Kanater Spreads Lebanese Tahineh,140917,Pantry,450g,g,,,,,,,,,,5.5,FALSE,5.5,FALSE,,,1534280984.0-W-134
2018-08-15 09:49:38 UTC,alambra,Alambra Cypriot Halloumi,702566,"Meat, Seafood & Deli",225g,25g,9,,1367kJ,22g,25g,15g,1.8g,0.9g,,6.49,FALSE,6.49,FALSE,,,1534290578.0-W-135
2018-08-15 09:49:38 UTC,alambra,Alambra Cypriot Halloumi,702620,"Meat, Seafood & Deli",850g,25g,34,,1331kJ,22.0g,25.0g,16.0g,1.9g,1.6g,,18.99,FALSE,18.99,FALSE,,,1534290578.0-W-136
2018-08-15 07:09:43 UTC,alfa one,Alfa One Rice Bran Oil,234923,Pantry,4l,15mL,267,,3400kj,0g,92g,21g,0g,0g,0g,24,TRUE,12,FALSE,,,1534280983.0-W-137
2018-08-15 07:09:43 UTC,alfa one,Alfa One Rice Bran Oil,293543,Pantry,1l,15mL,67,,3400kj,0g,92g,21g,0g,0g,0g,8.5,TRUE,7,FALSE,,,1534280983.0-W-138
2018-08-15 07:09:43 UTC,alfa one,Alfa One Rice Bran Oil,227756,Pantry,500ml,15mL,33,,3400kj,0g,92g,21g,0g,0g,0g,4.5,TRUE,4,FALSE,,,1534280983.0-W-139
2018-08-15 06:09:37 UTC,alize bleu,Alize Bleu Liqueur ,908651,Liquor,750ml,Ml,,,,,,,,,,55,FALSE,55,FALSE,,,1534277377.0-W-140
2018-08-15 06:09:41 UTC,alka power,Alka Power Alkaline Water ,507997,Lunch Box,1.5l bottle,Litre,,,,,,,,,,3.5,FALSE,3.5,FALSE,,,1534277381.0-W-141
2018-08-15 06:09:41 UTC,alka power,Alka Power Alkaline Water ,508479,Lunch Box,600ml bottle,Ml,,,,,,,,,,2,FALSE,2,FALSE,,,1534277381.0-W-142
2018-08-15 07:09:45 UTC,all natural bakery,All Natural Bakery Bars Slice Oat Almond & Apricot,192161,Pantry,100g,100g,1,,1796kJ,7.2g,19.9g,12.4g,52.2g,16.5g,189mg,2.69,FALSE,2.69,FALSE,,,1534280985.0-W-143
2018-08-15 07:09:45 UTC,all natural bakery,All Natural Bakery Bars Oat Slice Yog Almond & Apricot,380715,Pantry,100g,100g,1,,1807kJ,7.5g,21.1g,14.1g,52.0g,19.5g,186mg,2.69,FALSE,2.69,FALSE,,,1534280985.0-W-144
2018-08-15 07:09:45 UTC,all natural bakery,All Natural Bakery Bars Macadamia & Apricot Oat Slice,739520,Pantry,100g,100g,1,,1815kJ,7.5g,21.1g,13.9g,50.6g,19.4g,177mg,2.69,FALSE,2.69,FALSE,,,1534280985.0-W-145
2018-08-15 07:09:45 UTC,all natural bakery,All Natural Bakery Bars Slice Oat Fruit & Nut,192179,Pantry,100g,100g,1,,1798kJ,7.1g,20.0g,12.3g,52.4g,16.9g,193mg,2.69,FALSE,2.69,FALSE,,,1534280985.0-W-146
2018-08-15 07:09:45 UTC,all natural bakery,All Natural Bakery Bars Slice Oat Banana,217017,Pantry,100g,100g,1,,1770kJ,7.0g,18.5g,11.4g,53.9g,20.1g,179mg,2.69,FALSE,2.69,FALSE,,,1534280985.0-W-147
2018-08-15 09:09:38 UTC,all natural bakery,All Natural Bakery Bars Oat Slice Yog Peach & Mango,291286,Pantry,100g,g,,,,,,,,,,2.69,FALSE,2.69,FALSE,,,1534288178.0-W-148
2018-08-15 07:50:08 UTC,allens,Allens Fruits&cream ,677033,Pantry,170g,g,,,,,,,,,,3,TRUE,2,FALSE,,,1534283408.0-W-149
2018-08-15 07:50:08 UTC,allens,Allens All About Red ,514271,Pantry,170g,20g(Approx 4 Pieces),8,,1430kJ,5.1g,<1g,<1g,78.5g,45.2g,100mg,3,TRUE,2,FALSE,,,1534283408.0-W-150
2018-08-15 06:29:40 UTC,allen's,Allen's Fantales Hot Choc,690922,Drinks,10pk,,,,,,,,,,,6.6,TRUE,5,FALSE,,,1534278580.0-W-151
2018-08-15 06:29:40 UTC,allen's,Allen's Jaffas Hot Choc,690923,Drinks,10pk,,,,,,,,,,,6.6,TRUE,5,FALSE,,,1534278580.0-W-152
2018-08-15 07:50:08 UTC,allen's,Allen's Frosty Fruits ,680287,Pantry,170g,g,,,,,,,,,,3,TRUE,2,FALSE,,,1534283408.0-W-153
2018-08-15 07:50:08 UTC,allen's,Allen's Drumstick ,680288,Pantry,170g,g,,,,,,,,,,3,TRUE,2,FALSE,,,1534283408.0-W-154
2018-08-15 07:50:08 UTC,allen's,Allen's Pineapples ,409334,Pantry,170g bag,20g,8,,1460kJ,3.3g,<1g,<1g,81.6g,45.4g,100mg,3,TRUE,2,FALSE,,,1534283408.0-W-155
2018-08-15 07:50:08 UTC,allen's,Allen's Peaches & Cream ,458038,Pantry,170g bag,20g (Approx 3 Peaches & Cream),8,,1470kJ,3.6g,<1g,<1g,82.6g,45.8g,100mg,3,TRUE,2,FALSE,,,1534283408.0-W-156
2018-08-15 07:50:08 UTC,allen's,Allen's Jelly Beans ,307685,Pantry,190g bag,20g,9,,1560kJ,<1g,<1g,<1g,91.7g,61.0g,58mg,3,TRUE,2,FALSE,,,1534283408.0-W-157
2018-08-15 07:50:08 UTC,allen's,Allen's Frog Family,658466,Pantry,170g,g,,,,,,,,,,3,TRUE,2,FALSE,,,1534283408.0-W-158
